,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-04-28,"Features of 16,749 hospitalised UK patients with COVID-19 using the ISARIC WHO Clinical Characterisation Protocol",https://doi.org/10.1101/2020.04.23.20076042,medrxiv,,,,,,,,,,,,,,,,Prospective observational,16749,"Clinical information from the routine health records of people admitted to 166 hospitals in England Wales and Scotland with proven SARS-CoV-2 infection were extracted into deidentified case report forms on a REDCap database (Research Electronic Data Capture, Vanderbilt University (USA) hosted by University of Oxford (UK), by 2,468 research nurses, administrators and volunteer medical students.",,,,"Between 6 th February and 14:00 on 18 th April 2020, CCP-UK recruited 16,749 patients admitted to hospital with COVID-19 in England, Scotland and Wales.","The most common recorded comorbidities are chronic cardiac disease (29%), uncomplicated diabetes (19%), chronic pulmonary disease excluding asthma (19%) and asthma (14%) (figure 2D).

The commonest comorbidities were chronic cardiac disease (29%), uncomplicated diabetes (19%), non-asthmatic chronic pulmonary disease (19%) and asthma (14%); 47% had no documented reported comorbidity.",2020-05-01
,2020-04-25,COVID-19 Fatality and Comorbidity Risk Factors among Confirmed Patients in Mexico,https://doi.org/10.1101/2020.04.21.20074591,medrxiv,,,,,,,,,,,,,,,,Other,7497,"In this paper we estimate fatality risks based on survival analysis methods, calculated from individual-level data on symptomatic patients confirmed with COVID-19 recently released by the Mexican Ministry of Health.",,,,"Our analysis is based on 7,497 patients who tested positive for COVID-19 in Mexico, a subset of a larger dataset of 49,167 patients with COVID-19 related symptoms who sought attention in medical units and were tested with positive, negative (29,301 cases) and pending (12,369 cases) results.","In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).",2020-05-01
,2020-04-22,"Association of Respiratory Allergy, Asthma and Expression of the SARS-CoV-2 Receptor, ACE2",https://doi.org/10.1016/j.jaci.2020.04.009,Journal of Allergy and Clinical Immunology,,,,,,,,,,,,,,,,Other,3,Reads were processed using workflows managed on the Galaxy platform.,,,,"In all three studies, total RNA was extracted from epithelial brush samples preserved in RLT buffer (Qiagen, MD, USA).","Within children with asthma, moderate allergic sensitization (fold change (FC)=0.70, p=4.2E-3) and high allergic sensitization (FC=0.54, p=6.4E-5) were associated with progressively greater reductions in ACE2 compared to children with asthma but no/minimal allergic sensitization ( Figure 1B ).",2020-04-24
,2020-04-22,Coronavirus Disease (COVID-19) Pandemic: An Overview of Systematic Reviews,https://doi.org/10.1101/2020.04.16.20068213,medrxiv,,,,,,,,,,,,,,,,Systematic review,1063,"Methods: Nine databases (Medline, EMBASE, Cochrane Library, CINAHL, Web of Sciences, PDQ-Evidence, WHO's Global Research, LILACS and Epistemonikos) were searched from December 1, 2019 to March 24, 2020.",,,,"Our search retrieved 1,063 publications, of which 175 were duplicates.","The most common comorbidities were hypertension (17±7, 95% CI 14-22%), diabetes (8±6, 95% CI 6-11%), cardiovascular diseases (5±4, 95% CI 4-7%) and respiratory system diseases (2±0, 95% CI 1-3%).

There was a higher likelihood that patients with severe disease had hypertension (OR 2.36, 95% CI: 1.46-3.83), respiratory disease (OR 2.46, 95% CI: 1.76-3.44), or cardiovascular disease (OR 3.42, 95% CI: 1.88-6.22), compared with patients with non-severe disease.",2020-05-01
,2020-04-21,Managing Asthma during COVID-19: An Example for Other Chronic Conditions in Children and Adolescents,https://doi.org/10.1016/j.jpeds.2020.04.049,The Journal of Pediatrics,,,,,,,,,,,,,,,,Other,1099," In contrast, recent data released from the CDC of U.S. hospitalizations in March,2020 notes that 27.3% of adults 18-49 years of age who were hospitalized with COVID-19 had a history of asthma.",,,,"(12, In a large case series of 1099 adult patients from 552 hospitals in 30 provinces in China, asthma was not listed as a pre-existing condition in any of the patients described.","Symptoms of COVID-19 can be similar to those of worsening asthma, or an asthma exacerbation.",2020-04-24
,2020-04-21,What’s New With the Old Coronaviruses?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188130/,J Pediatric Infect Dis Soc,,,,,,,,,,,,,,,,Retrospective observational,31,Swabs were collected weekly from ARI onset until symptoms were nonworsening and swabs were negative by real-time-polymerase chain reaction .,,,,"Among the 31 pediatric patients with MERS-CoV infection documented from June 2012 to April 19, 2016, 13 patients (42%) were asymptomatic .",Associations of HCoVs with LRTI or asthma exacerbation in children have been reported .,2020-05-12
,2020-04-21,Practical strategies for a safe and effective delivery of aerosolized medications to patients with COVID-19,https://doi.org/10.1016/j.rmed.2020.105987,Respiratory Medicine,,,,,,,,,,,,,,,,Modeling,,"In our previous research, we quantified the amount of aerosol collected at the exhaust outlet of a ventilator operated with and without filters in the expiratory limb of the circuit.",,,,Avoid unnecessary aerosol drug delivery to patients with COVID-19 2.,"Therefore, the Global Initiative for Asthma (GINA) recommends using prescribed inhaled corticosteroids to prevent the worsening of asthma and the serious consequences of asthma attacks.",2020-04-24
,2020-04-20,"Epidemiology, clinical course, and outcomes of critically ill adults with COVID-19 in New York City: a prospective cohort study",https://doi.org/10.1101/2020.04.15.20067157,medrxiv,,,,,,,,,,,,,,,,Prospective observational,170,"Methods: We prospectively collected clinical, biomarker, and treatment data on critically ill adults with laboratory-confirmed-COVID-19 admitted to two hospitals in northern Manhattan between March 2nd and April 1st, 2020.",,,,"The median age was 62 years (interquartile range [IQR] 51-72); 170 patients (66%) were male, 158 (62%) were Hispanic or Latino, and 13 (5%) were healthcare workers (HCWs).","In multivariable Cox models ( Figure S1 in data supplement), chronic obstructive pulmonary or interstitial lung disease (aHR 4.22, 95% CI 2.02-8.84), and higher concentrations of IL-6 (aHR 1.002, 95% CI 1.000-1.005 per oneunit increase) and d-dimer (aHR 1.010, 95% CI 1.003-1.018 per one-unit increase) at admission were associated with in-hospital mortality.",2020-04-24
,2020-04-19,Obesity as a risk factor for greater severity of COVID-19 in patients with metabolic associated fatty liver disease,https://doi.org/10.1016/j.metabol.2020.154244,Metabolism,,,,,,,,,,,,,,,,Other,214,"We consecutively enrolled 214 patients with laboratory-confirmed COVID-19 aged between 18 and 75 years from three hospitals in Wenzhou, China (the First Affiliated Hospital of Wenzhou Medical University, Wenzhou Central Hospital, and Ruian People's Hospital) between January 1, 2020 and February 29, 2020.",,,,"Methods 214 patients with laboratory-confirmed COVID-19 aged between 18 and 75 years from three hospitals in Wenzhou, China were consecutively enrolled.","Results The presence of obesity in MAFLD patients was associated with a ~ 6-fold increased risk of severe COVID-19 illness (unadjusted-OR 5.77, 95% CI 1.19–27.91, p = .029).",2020-04-24
,2020-04-18,Objective olfactory testing in patients presenting with sudden onset olfactory dysfunction as the first manifestation of confirmed COVID-19 infection,https://doi.org/10.1101/2020.04.15.20066472,medrxiv,,,,,,,,,,,,,,,,Other,2,"Specimens were immediately sent to the laboratory LHUB-ULB (Laboratoire Hospitalier Universitaire Bruxelles -Universitair Laboratorium Brussel), Brussels.",,,,"Among the 4 RT-PCR COVID-19-patients, 2 patients were anosmic, 1 hyposmic and 1 normosmic.","The most prevalent comorbidities of patients were gastroesophageal reflux disease (GERD) (11.5%), allergic rhinitis (9%), asthma (5%) and hypertension (5%).",2020-04-24
,2020-04-17,A COVID-19 Risk Assessment for the US Labor Force,https://doi.org/10.1101/2020.04.13.20063776,medrxiv,,,,,,,,,,,,,,,,Other,,"We selected risk factors for complications from COVID-19 infection from the medical literature using a keyword search in MedRxiv, the preprint server for Health Sciences operated 10 by Cold Spring Harbor Laboratory.",,,,There is some evidence that male patients are significantly more likely to die from COVID-19 complications than female patients (21).,Asthma Currently has asthma Health Risk Variables ,2020-04-24
,2020-04-16,Cardiovascular Diseases and COVID-19 Mortality and Intensive Care Unit Admission: A Systematic Review and Meta-analysis,https://doi.org/10.1101/2020.04.12.20062869,medrxiv,,,,,,,,,,,,,,,,Systematic review,3473,"Searched Databases included PubMed, Embase, Scopus, Web of Science, Cochrane Library, medRxiv pre-print database as well as Science Direct search engine.",,,,Results: Sixteen papers including 3473 patients entered into meta-analysis for ICU admission and mortality outcome and fifty-nine papers including 9509 patients for descriptive outcomes.,"Results of meta-analysis indicated that acute cardiac injury, (OR: 15.94, 95% CI 2.31-110.14), hypertension (OR: 1.92, 95% CI 1.92-2.74), heart Failure (OR: 11.73, 95% CI 5.17-26.60), other cardiovascular disease (OR: 1.95, 95% CI 1.17-3.24) and overall CVDs (OR: 3.37, 95% CI 2.06-5.52) were significantly associated with mortality in COVID-19 patients.

Results of meta-analysis indicated that acute cardiac injury (OR: 15.94, 95% CI 2.31-110.14), Hypertension (OR: 1.92, 95% CI 1.92-2.74), Heart Failure (OR: 11.73, 95% CI 5.17-26.60), other cardiovascular disease (OR: 1.95, 95% CI 1.17-3.24) and overall CVDs (OR: 3.37, 95% CI 2.06-5.52) were significantly associated with mortality in COVID-19 patients.",2020-04-24
,2020-04-14,COVID-19 lockdowns cause global air pollution declines with implications for public health risk,https://doi.org/10.1101/2020.04.10.20060673,medrxiv,,,,,,,,,,,,,,,,Modeling,87,These data were accessed from the OpenAQ Platform and originate from government-and 277,,,,"Pediatric (< 18 years) short-term relative risks for asthma 330 incidence in response to NO2, O3 and PM2.5 were derived from a global meta-analysis of 87 331 studies (17).","619]* Mortality 440] 1761]* 5962]* Asthma 265] 478]*

China Mortality 427 [235; 247 [35; 1444 [1127; Asthma 4992 [3973; 212 [127; 381 [143;

Australia Mortality 0 [0; 0]* 0 [0; 0]* 7 [-1; 14] Asthma 0 [0; 0]* 0 [0; 0]* 0 [0; 0]

France Mortality 11 [6; 16]* 29 [9; 47]* -44 [8; -97]* Asthma 69 [55; 84]* 10 [6; 14]* -3 [-1; -4]*",2020-04-17
,2020-04-13,"Nosocomial infection among patients with COVID-19: A retrospective data analysis of 918 cases from a single center in Wuhan, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7180328/,PMC,,,,,,,,,,,,,,,,Retrospective observational,918,"We retrospectively analyzed the clinical data of 918 COVID-19 patients in Tongji Hospital from December 30, 2019, to February 29, 2020.",,,,"We retrospectively analyzed the clinical data of 918 COVID-19 patients in Tongji Hospital from December 30, 2019, to February 29, 2020.","Among these factors, the highest odds ratio was for invasive devices (OR, 4.62; 95% CI, 2.47–8.62) followed by diabetes (OR, 3.04; 95% CI, 1.38–6.69), combination of antibiotics (OR, 3.02; 95% CI, 1.10–8.26), glucocorticoid treatment (OR, 2.44; 95% CI, 1.36–4.37), and hematological disease (OR, 1.95; 95% CI, 1.01–1.06).",2020-05-01
,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with COVID-19 disease in New York City",https://doi.org/10.1101/2020.04.08.20057794,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,4103,"Methods: We conducted a cross-sectional analysis of all patients with laboratory-confirmed Covid-19 treated at a single academic health system in New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020.",,,,"Results: Among 4,103 Covid-19 patients, 1,999 (48.7%) were hospitalized, of whom 981/1,999 (49.1%) have been discharged home, and 292/1,999 (14.6%) have died or were discharged to hospice.","Strongest hospitalization risks were age ≥75 years (OR 66.8, 95% CI, 44.7-102.6), age 65-74 (OR 10.9, 95% CI, 8.35-14.34), BMI>40 (OR 6.2, 95% CI, 4.2-9.3), and heart failure (OR 4.3 95% CI, 1.9-11.2).",2020-04-17
,2020-04-10,Type 2 and interferon inflammation strongly regulate SARS-CoV-2 related gene expression in the airway epithelium,https://doi.org/10.1101/2020.04.09.034454,biorxiv,,,,,,,,,,,,,,,,Case series,351,GALA subjects that were part of this analysis were all 575 recruited from Puerto Rico (n=695).,,,,"To further explore this increase in cytotoxic immune response and other potential 349 pathways in CoV-infected individuals, we next performed a transcriptome-wide screen 350 for genes differentially expressed in CoV or HRV-infected groups compared to 351 uninfected individuals.",Asthma case status was physician-diagnosed.,2020-04-17
,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,https://doi.org/10.1101/2020.04.08.20057539,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,30,"DESIGN, SETTING, AND PARTICIPANTS Multicenter, retrospective cohort study of 564 consecutively hospitalized patients with confirmed COVID-19 at Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People's Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China in Hunan province from January 17, 2020 to February 28, 2020; The final date of follow-up was March 15, 2020.",,,,"Thirty patients were classified with severe pneumonia on admission and were excluded, to leave 534 patients with non-severe COVID-19 on admission for further analysis.","95% CI, -10 to -7; P < 0.001).

Characteristics COPD ACEI/ARB (n = 16) 0 Non-ACEI/ARB (n = 49) 1 (2.0%) Difference (95% CI) 2.0 (-17.4 to 10.7) P 0.565",2020-04-17
,2020-04-09,SARS-Cov-2 in Spanish Intensive Care: Early Experience with 15-day Survival In Vitoria,https://doi.org/10.1016/j.accpm.2020.04.001,Anaesthesia Critical Care & Pain Medicine,,,,,,,,,,,,,,,,Other,42,Methods: We identified patients from the two public hospitals in Vitoria who were admitted to ICU with confirmed infection by SARS-CoV-2.,,,,"Empirical antibiotic agents were administrated to 42 patients, whereas co-infection was identified in 6 patients.",Obesity Asthma 23 (48%) - - 2 (9%) - - 10 (31%) -,2020-04-17
,2020-04-08,Does comorbidity increase the risk of patients with COVID-19: evidence from meta-analysis,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7185114/,Aging (Albany NY),,,,,,,,,,,,,,,,Systematic review,1558,"A literature search was performed using the electronic platforms (PubMed, Cochrane Library, Embase, and other databases) to obtain relevant research studies published up to March 1, 2020.",,,,A total of 1558 patients with COVID-19 in 6 studies were enrolled in our meta-analysis eventually.,"The results find that COVID-19 patients with hypertension (OR: 2.29, 95% CI: 1.69-3.10, P<0.001) (Figure 2A), diabetes (OR: 2.47, 95% CI: 1.67-3.66, P<0.001) (Figure 2B), or COPD (OR: 5.97, 95% CI: 2.49-14.29, P<0.001) (Figure 2C) had a higher risk of exacerbation.",2020-05-12
,2020-04-06,Widespread use of face masks in public may slow the spread of SARS CoV-2: an ecological study,https://doi.org/10.1101/2020.03.31.20048652,medrxiv,,,,,,,,,,,,,,,,Systematic review,500,Countries with missing data were dropped from the analyses.,,,,"Secondly, we only included countries 155 with at least 500 cumulative cases and countries whose first case was reported 156 before 7 March 2020.","0.07, 95% CI 0.05-0.08, P<0.001).

-326, 95% CI -601- -51, P=0.021).",2020-04-10
,2020-04-03,Do chronic respiratory diseases or their treatment affect the risk of SARS-CoV-2 infection?,https://doi.org/10.1016/s2213-2600(20)30167-3,The Lancet Respiratory Medicine,,,,,,,,,,,,,,,,Other,355,"DMGH has received personal fees from AstraZeneca, Boehringer Ingelheim, Chiesi, GlaxoSmithKline, Novartis, Pfizer, and Sanofi, and non-financial support from Boehringer Ingelheim and Novartis, outside of the submitted work.",,,,"However, this seems unlikely, as in very recent data (March 23, 2020) from Italy, among 355 patients dying with COVID-19 (mean age 79·5 years), diabetes was reported in 20·3% of patients but COPD was not listed as a comorbidity for any patient.",The lower reported prevalence of asthma and COPD in patients diagnosed with COVID-19 might be due to one or a number of factors.,2020-04-10
,2020-04-01,Forecasting the CoViD19 Diffusion in Italy and the Related Occupancy of Intensive Care Units,https://doi.org/10.1101/2020.03.30.20047894,medrxiv,,,,,,,,,,,,,,,,Modeling,6355,"This paper employs the data related to COVID-19, collected and regularly updated by the Italian National Institute of Health (an agency of the Italian Ministry of Health) and by the Italian Civil Protection Department.",,,,"• The remaining southern regions (Abruzzo, Molise, Puglia, Basilicata, Calabria, Sicily and Sardinia) will show an upward trend in the number of future positive cases lasting until 6 April, where 6355 cases are predicted.",", 10) and CI * U (h = 2, .",2020-04-10
,2020-03-30,"Effects of hypertension, diabetes and coronary heart disease on COVID-19 diseases severity: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.25.20043133,medrxiv,,,,,,,,,,,,,,,,Systematic review,182,"Methods Available data from PubMed, Web of Science, China National Knowledge Infrastructure Database, WanFang Database and VIP Database, were analyzed using a fixed effects model meta-analysis to derive overall odds ratios (OR) with 95% CIs.",,,,"182 studies were retrieved, and 9 studies were finally included after selection.","There were significant correlations between COVID-19 severity and hypertension [OR=2.3 [95% CI (1.76, 3.00), P<0.01], diabetes [OR=2.67, 95% CI (1.91, 3.74), P<0.01], coronary heart disease [OR=2.85 [95% CI (1.68, 4.84), P<0.01].",2020-04-03
,2020-03-30,Clinical and Paraclinical Characteristics of COVID-19 patients: A systematic review and meta-analysis,https://doi.org/10.1101/2020.03.26.20044057,medrxiv,,,,,,,,,,,,,,,,Systematic review,49504,"We searched databases of Web of Science, Scopus, and PubMed without any time limitation for publications up to March 13, 2020.",,,,"Out of selected papers, a total of 49504 patients infected with CoVID-19 with age ranged between 40 to 58 years old were included in our investigation.","Overall prevalence of these symptoms was 24% (95% CI, 13-34), 19% (95% CI, 11-27), 27% (95% CI, 12-42), 31% (95% CI, 14-48), 6% (95% CI, 2-9), 1% (95% CI, 0-2) and 6% (95% CI, 3-8) (Supplementary File and Table 2 ).",2020-04-03
,2020-03-27,"Prevalence, Severity and Mortality associated with COPD and Smoking in patients with COVID-19: A Rapid Systematic Review and Meta-Analysis",https://doi.org/10.1101/2020.03.25.20043745,medrxiv,,,,,,,,,,,,,,,,Systematic review,15,"Methods: We systematically searched electronic databases from inception to March 24, 2020.",,,,"A total of 15 studies met the inclusion criteria, which included a total of 2473 confirmed COVID-19 patients.","COPD patients were at a higher risk of more severe disease (risk of severity = 63%, (22/35) compared to patients without COPD 33.4% (409/1224) [calculated RR, 1.88 (95% CI, 1.4-2.4)].

The pooled prevalence rates of COPD patients and smokers in COVID-19 cases were 2% (95% CI, 1%-3%) and 9% (95% CI, 4%-14%) respectively.",2020-04-03
,2020-03-26,"COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis",https://doi.org/10.1101/2020.03.24.20042903,medrxiv,,,,,,,,,,,,,,,,Systematic review,4789,"Methods: We reviewed the scientific literature published from January 1, 2019 to March 3, 2020.",,,,A total of 4789 patients with a mean age of 49 years were evaluated.,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ( Table 3) .

The most prevalent comorbidities in our study were hypertension (18.5 %, CI 12.7-24.4) followed 307 by cardiovascular diseases (14.9 %, CI 6.0-23.8) and diabetes (10.8 %, CI 8.3-13.3).",2020-04-03
,2020-03-23,Chinese and Italian COVID-19 outbreaks can be correctly described by a modified SIRD model,https://doi.org/10.1101/2020.03.19.20039388,medrxiv,,,,,,,,,,,,,,,,Other,30000,"However, the data reported in for the Italian case are retrieved from , making the use of both the databases interchangeable.",,,,"This caused many deaths in Italy (>20,000) and many other are expected, overcoming 30,000 cases.",of 7.09 (90% CI: 5.84-8.35).,2020-05-01
