,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-04-28,Association of Digestive Symptoms and Hospitalization in Patients with SARS-CoV-2 Infection,https://doi.org/10.1101/2020.04.23.20076935,medrxiv,,,,,,,,,,,,,,,,Other,2.0,"Methods: Following expedited approval from our Institutional Review Board, we analyzed retrospectively collected data from consecutive patients with confirmed COVID-19 based on a positive polymerase chain reaction testing at our institution from March 03, 2020 to April 7, 2020.",,,,Respiratory viral co-infection was found in 14 of 146 (9.1%) tested patients; of whom two patients were hospitalized and three patients had digestive symptoms.,"(adjusted OR 4.39, 95% CI: 1.61-11.4, P = 0.005).",2020-05-01
,2020-04-26,COVID-19 Epidemic in Algeria: Assessment of the implemented preventive strategy,https://doi.org/10.1101/2020.04.21.20074443,medrxiv,,,,,,,,,,,,,,,,Modeling,15613.0,"We collected data on preventive and control actions, implementation dates and confirmed COVID-19 cases number from official reports of governmental institutions and official media in Algeria (Algerian Ministry of Health, 2020; APS, 2020).",,,,"Our projection revealed that 15613 cases of COVID-19 were avoided in 14 days, from April 6, to April 19, 2020, in the whole country, and 1747 cases were prevented in Blida during the same period.",", the results are R0-befor=1,69 (95% CI 1,49-1,88) and R0-after=1,14 (95% CI 1,10-1,18), the p value was <10 -5 .

, the results show R0-befor=2,18 (95% CI 1,87-2,49) and R0-after=1,31 (95% CI 1,28-1,39), with p value <5 10 -4 .",2020-05-01
,2020-04-25,COVID-19 Fatality and Comorbidity Risk Factors among Confirmed Patients in Mexico,https://doi.org/10.1101/2020.04.21.20074591,medrxiv,,,,,,,,,,,,,,,,Other,7497.0,"In this paper we estimate fatality risks based on survival analysis methods, calculated from individual-level data on symptomatic patients confirmed with COVID-19 recently released by the Mexican Ministry of Health.",,,,"Our analysis is based on 7,497 patients who tested positive for COVID-19 in Mexico, a subset of a larger dataset of 49,167 patients with COVID-19 related symptoms who sought attention in medical units and were tested with positive, negative (29,301 cases) and pending (12,369 cases) results.","Compared to a patient between 45-49 years of age, the estimated hazard of death is 161% higher for a patient with 70+ years (HR=2.608, 95% CI 1.931-3.522) and 96% lower for a patient under 25 years (HR=0.038, 95% CI 0.005-0.270).

Even after controlling by age and comorbidities, the estimated death hazard is 59% higher for males (HR=1.589, 95% CI 329-899).

The risk is higher for males (14.72%, 95% CI: 13.27-16.31) than females (9.09%, 95% CI: 7.86-10.49).

In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).

The estimated death risk after 35 days (Table 2) is 12.38% (95% CI: 11.37-13.47).",2020-05-01
,2020-04-25,Chest computed tomography (CT) scan findings in patients with COVID-19: a systematic review and meta-analysis,https://doi.org/10.1101/2020.04.22.20075382,medrxiv,,,,,,,,,,,,,,,,Systematic review,40.0,"We searched the Web of Science, Ovid, Science Direct, Scopus, EMBASE, PubMed/Medline, Cochrane Library, EBSCO, CINAHL and Google scholar databases.",,,,"Results: Finally, 40 eligible studies with 4,183 patients with COVID-19 were used for meta-analysis.",The mean age of the study participants was 50.52 years (95% CI: 50.87-52.17).,2020-05-01
,2020-04-25,Forecasting the Impact of Coronavirus Disease During Delivery Hospitalization: An Aid for Resources Utilization,https://doi.org/10.1016/j.ajogmf.2020.100127,American Journal of Obstetrics & Gynecology MFM,,,,,,,,,,,,,,,,Modeling,860475.0,We generated daily forecast for the reported incidence of COVID-19 in the US from 4/15/2020 -138 12/31/2020 based on the incidence data from 3/1/2020 -4/14/2020.,,,,"33 Results: From 3/1/2020 -12/31/2020, our model forecasted a total of 860,475 cases of COVID-34 19 in general population across the United States.","Among those, 3,308 (95% CI, 1,755 – 4,861) cases are expected to be severe, 681 (95% CI, 1324 – 1,038) critical and 52 (95% CI, 23 – 81) maternal mortality.

36 Among those, 3,308 (95% CI, 1,755 -4,861) cases are expected to be severe, 681 (95% CI, 1324 37 -1,038) critical and 52 (95% CI, 23 -81) maternal mortality.",2020-05-01
,2020-04-24,Higher mortality in men from COVID19 infection-understanding the factors that drive the differences between the biological sexes.,https://doi.org/10.1101/2020.04.19.20062174,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,3.0,looking at cases from Saudi Arabia and South Korea 7 .,,,,"The table 1 below is based on three studies from China 4,5 .","Females 95% Score CI 95% CI p-value .

The odds ratio of male mortality was also higher, at 1.85-95% CI (1.43-2.3) from SARS-CoV 9,10 .",2020-05-01
,2020-04-22,Effectiveness and Safety of Glucocorticoids to Treat COVID-19: A Rapid Review and Meta-Analysis,https://doi.org/10.1101/2020.04.17.20064469,medrxiv,,,,,,,,,,,,,,,,Systematic review,17.0,World Health Organization 2020,,,,"One study included adult patients with severe MERS, 17 studies included patients with SARS, and the remaining five studies were on patients with COVID-19 (Table 1) .","(WMD=0.95 days, 95% CI: -7.57 to 9.48, I²=94.6%).",2020-05-01
,2020-04-20,Knowledge and practice of preventive measures against COVID-19 infection among pregnant women in a low-resource African setting,https://doi.org/10.1101/2020.04.15.20066894,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,284.0,"Materials and Methods: This was a self-administered questionnaire-based cross-sectional study conducted from February 1, 2020 to March 31, 2020 among 284 antenatal clinic attendees at Alex Ekwueme Federal University Teaching Hospital, Abakaliki, Ebonyi State.",,,,"However, 284 women were recruited for the study.","Variable Age (years)  Practice COR(95% CI) p value AOR(95% CI) p value

Variable Age (years)  Knowledge COR(95% CI) p value AOR(95% CI) p value

Variable Married Practice 56 168 COR(95% CI) 2.44 (1.10 - 5.38) p value 0.027 AOR(95% CI) 2.99 (1.40 - 6.33) p value  0.035

Variable Married Knowledge 140 84 COR(95% CI) 0.42 (0.19 - 0.93) p value 0.032 AOR(95% CI) 0.76 (0.56 - 1.72) p value  0.151

Variable Marital status  Practice COR(95% CI) p value AOR(95% CI) p value

Variable Marital status  Knowledge COR(95% CI) p value AOR(95% CI) p value

Variable Husband's educational  Practice COR(95% CI) p value AOR(95% CI)

Variable Husband's educational  Knowledge COR(95% CI) p value AOR(95% CI)

Variable Parity  Practice COR(95% CI) p value AOR(95% CI) p value

Variable Unemployed Practice 16 9 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable Occupation  Practice COR(95% CI) p value AOR(95% CI) p value

Variable Widowed Practice 12 7 COR(95% CI) 0.47 (0.14 - 1.55) p value 0.217  AOR(95% CI) p value

Variable Divorced Practice 5 7 COR(95% CI) 1.14 (0.29 - 4.43) p value 0.853  AOR(95% CI) p value

Variable Rural Practice 25 86 COR(95% CI) 1.86 (1.08 - 3.19) p value 0.026 AOR(95% CI) 2.08 (1.32 - 4.05) p value  0.031

Variable Unemployed Knowledge 10 15 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable ≥ 5 Practice 17 40 COR(95% CI) 2.53 (1.17 - 5.47) p value 0.019 AOR(95% CI) 3.11(1.32 - 6.56) p value  0.021

Variable Practice (n=86)  (n=198)  COR(95% CI) p value AOR(95% CI) p value

Variable > 40 Practice 16 21 COR(95% CI) 0.68 (0.32 - 1.44) p value 0.312  AOR(95% CI) p value

Variable < 30 Practice 43 83 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable 31 - 40 Practice 27 94 COR(95% CI) 1.80 (1.03 - 3.17) p value 0.041 AOR(95% CI) 2.04 (1.26 - 5.37) p value  0.022

Variable 2-4 Practice 19 93 COR(95% CI) 5.26 (2.56 - 10.79) p value <0.001 AOR(95% CI) 4.01 (0.55 - 6.88) p value  0.601

Variable 1 Practice 21 38 COR(95% CI) 1.94 (0.92 - 4.10) p value 0.081  AOR(95% CI) p value

Variable 0 Practice 29 27 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable Occupation  Knowledge COR(95% CI) p value AOR(95% CI) p value

Variable Parity  Knowledge COR(95% CI) p value AOR(95% CI) p value

Variable Widowed Knowledge 15 4 COR(95% CI) 0.19 (0.05 - 0.71) p value 0.014 AOR(95% CI) 0.39 (0.63 - 1.85) p value  0.413

Variable Rural Knowledge 32 79 COR(95% CI) 10.88 (6.20 - 19.08) p value <0.001 AOR(95% CI) 9.11 (5.67 - 20.01) p value  <0.001

Variable Urban Practice 61 112 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable Divorced Knowledge 6 6 COR(95% CI) 0.71 (0.18 - 2.73) p value 0.614  AOR(95% CI) p value

Variable ≥ 5 Knowledge 51 6 COR(95% CI) 0.16 (0.05 - 0.43) p value <0.001 AOR(95% CI) 0.24 (0.21 - 0.87) p value  0.002

Variable Knowledge (n=173)  (n=111)  COR(95% CI) p value AOR(95% CI) p value

Variable > 40 Knowledge 43 10 COR(95% CI) 0.25 (0.12 - 0.54) p value <0.001 AOR(95% CI) 0.19 (0.23 - 0.65) p value  <0.001

Variable < 30 Knowledge 76 70 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable 31 - 40 Knowledge 54 31 COR(95% CI) 0.62 (0.36 - 1.08) p value 0.091  AOR(95% CI) p value

Variable 2-4 Knowledge 41 71 COR(95% CI) 2.31 (1.20 - 4.44) p value 0.012 AOR(95% CI) 1.01 (0.40 - 5.88) p value  0.425

Variable 1 Knowledge 49 10 COR(95% CI) 0.27 (0.11 - 0.64) p value 0.003 AOR(95% CI) 0.89 (0.22 - 3.45) p value  0.491

Variable 0 Knowledge 32 24 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable Urban Knowledge 141 32 COR(95% CI) 1.00 p value AOR(95% CI) 1.00  p value

Variable No formal education Practice 6 10 COR(95% CI) 2.93 (0.95 - 9.03) p value 0.061  AOR(95% CI) p value

Variable No formal education Practice 5 24 COR(95% CI) 7.35 (2.54 - 21.25) p value <0.001 AOR(95% CI) 6.73 (2.66 - 18.34) p value  0.002

Variable Secondary Practice 19 88 COR(95% CI) 7.09 (3.64 - 13.81) p value < 0.001 AOR(95% CI) 3.68 (0.87 - 6.44) p value  0.051

Variable Secondary Practice 16 83 COR(95% CI) 2.13 (1.42 - 5.87) p value 0.05  AOR(95% CI) p value

Variable Educational attainment  Practice COR(95% CI) p value AOR(95% CI) p value

Variable level  Practice COR(95% CI) p value AOR(95% CI) p value

Variable No formal education Knowledge 5 11 COR(95% CI) 1.03 (1.55 - 16.28) p value 0.047 AOR(95% CI) 1.11 (1.69 - 18.20) p value  0.055

Variable No formal education Knowledge 4 25 COR(95% CI) 50.6 (44.07 - 67.39) p value <0.001 AOR(95% CI) 6.30 (2.55 - 6.91) p value  0.004

Variable Area of residence  Practice COR(95% CI) p value AOR(95% CI) p value",2020-04-24
,2020-04-17,Flattening-the-curve associated with reduced COVID-19 case fatality rates- an ecological analysis of 65 countries,https://doi.org/10.1016/j.jinf.2020.04.007,Journal of Infection,,,,,,,,,,,,,,,,Case series,,Dramatic interventions to increase hospital capacity in Wuhan were associated with a subsequent decline in the case fatality rate in this city.,,,,The most recent data available as of 29 March 2020 was used.,"−0.003, 95% CI −0.004-−0.002; Table 1 ).",2020-05-01
,2020-04-17,"Knowledge, attitude, practice and perceived barriers among healthcare professionals regarding COVID-19: A Cross-sectional survey from Pakistan",https://doi.org/10.1101/2020.04.13.20063198,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,414.0,Participants from all healthcare professions were selected for the pilot study.,,,,"(Table II) Of 414 participants, 88.7% (n=367) had positive practice (score=5-6) in following precautions to avoid COVID-19.","Similarly, age group of 31-39 years (OR: 1.377, 95% CI: 0.14-2.04, P=0.05), .

OR: Odds ratio, CI: Confidence interval.

Similarly, age group of 31-39 years (OR: 1.377, 95% CI: 0.14-2.04, P=0.05), experience of more than 5 years (OR: 10.71, 95% CI: 2.83-40.75, P<0.001), and pharmacist job (OR: 2.247, 95% CI: 1.11-4.55, P=0.025) were the substantial determinants of good practice regarding COVID-19.",2020-04-24
,2020-04-16,"Characteristics and outcomes of a cohort of SARS-CoV-2 patients in the Province of Reggio Emilia, Italy",https://doi.org/10.1101/2020.04.13.20063545,medrxiv,,,,,,,,,,,,,,,,Prospective observational,2653.0,"All 2653 symptomatic patients who tested positive for SARS-CoV-2 from February 27 to April 2, 2020 in the province of Reggio Emilia.",,,,"The cohort includes 2653 SARS-CoV-2 patients, representing all the resident symptomatic patients found positive at PCR from February 27 to April 2, 2020.","Patients over age 80 compared to < age 50 had HR 7.1 (95% CI 5.4 to 9.3) and HR 27.8 (95% CI 12.5 to 61.7) for hospitalization and death, respectively.

After adjusting for age and comorbidities, men had a higher risk of hospitalization (hazard ratio (HR) 1.4 95% confidence interval (95% CI) 1.2 to 1.6) and of death (HR 1.6, 95% CI 1.2 to 2.1).",2020-04-24
,2020-04-14,Spread of SARS-CoV-2 in the Icelandic Population,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7175425/,N Engl J Med,,,,,,,,,,,,,,,,Other,564.0,The targeted testing began on January 31 2020 and focused on individuals deemed at highrisk of being infected by SARS-CoV-2.,,,,"Of the 564 children under the age of 10 years in the targeted testing group, 38 (6.7%) tested positive, in contrast to positive test results in 1183 of 8635 persons who were 10 years of age or older (13.7%).",The age odds ratio is 1.08 per year (95% CI: 1.05-1.12) and the male sex odds ratio is 1.45 (95% CI: 1.04-2.0).,2020-05-12
,2020-04-14,Analysis of factors associated early diagnosis in coronavirus disease 2019 (COVID-19),https://doi.org/10.1101/2020.04.09.20059352,medrxiv,,,,,,,,,,,,,,,,Case series,315.0,"Methods All suspected patients with COVID-19 were included in our study until Feb 9th, 2020.",,,,"Results In total, 315 hospitalized patients were included.","The AUC of patients age, contact history with confirmed people and the decreased lymphocytes were 0.66 (95% CI 0.60-0.73), 0.67 (95% CI 0.61-0.73), 0.62 (95% CI 0.56-0.69), respectively.

The age threshold to predict COVID-19 was 41.5 years, with a diagnostic sensitivity of 0.70 (95% CI 0.61-0.79) and a specificity of 0.59 (95% CI 0.52-0.66).",2020-05-01
,2020-04-12,Risk factors for severity and mortality in adult COVID-19 inpatients in Wuhan,https://doi.org/10.1016/j.jaci.2020.04.006,Journal of Allergy and Clinical Immunology,,,,,,,,,,,,,,,,Case series,549.0,"Methods Patients with COVID-19 admitted to Tongji Hospital from January 26, 2020 to February 5, 2020 were retrospectively enrolled and followed-up until March 3, 2020.",,,,"A total of 549 patients with COVID-19 were enrolled, of whom 548 cases were included in the 219 study.","In the final logistic regression model, variables such as age 65 or older (OR 2.2; 95% CI 1.5-3.5), 292 hypertension (OR 2.0; 95% CI 1.3-3.2), LDH >445 U/L (OR 4.4; 95% CI 2.6-7.6), and 293 d-dimer >1 mg/L (OR 2.2; 95% CI 1.4-3.3) were significantly associated with severe cases with 294 COVID-19 ( Figure 1) .",2020-04-17
,2020-04-12,"Generalized anxiety disorder, depressive symptoms and sleep quality during COVID-19 outbreak in China: a web-based cross-sectional survey",https://doi.org/10.1016/j.psychres.2020.112954,Psychiatry Research,,,,,,,,,,,,,,,,Cross-sectional,7236.0,"Participants answered the questionnaires anonymously on the Internet from February 3 to, 2020 to February 17, 2020.",,,,"Finally, a total of 7,236 participants who completed the questionnaires (response rate of 85.3%) were included in the analysis.","Odds ratio (OR), adjusted odds ratio (AOR), and 95% confidence interval (95% CI) were obtained from logistic regression models.",2020-04-17
,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with COVID-19 disease in New York City",https://doi.org/10.1101/2020.04.08.20057794,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,4103.0,"Methods: We conducted a cross-sectional analysis of all patients with laboratory-confirmed Covid-19 treated at a single academic health system in New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020.",,,,"Results: Among 4,103 Covid-19 patients, 1,999 (48.7%) were hospitalized, of whom 981/1,999 (49.1%) have been discharged home, and 292/1,999 (14.6%) have died or were discharged to hospice.","Strongest hospitalization risks were age ≥75 years (OR 66.8, 95% CI, 44.7-102.6), age 65-74 (OR 10.9, 95% CI, 8.35-14.34), BMI>40 (OR 6.2, 95% CI, 4.2-9.3), and heart failure (OR 4.3 95% CI, 1.9-11.2).

In multivariable analysis, the factors most associated with hospitalization were age 75 years or older (OR 66.8, 95% CI, 44.7 to 102.6), age 65-74 (OR 10.9, 95% CI, 8.35 to 14.34), 1 1 BMI>40 (OR 6.2, 95% CI, 4.2-9.3), and history of heart failure (OR 4.3 95% CI, 1.9-11.2).",2020-04-17
,2020-04-11,Association Between Hypoxemia and Mortality in Patients With COVID-19,https://doi.org/10.1016/j.mayocp.2020.04.006,Mayo Clinic Proceedings,,,,,,,,,,,,,,,,Retrospective observational,140.0,"Patients and Methods Retrospective, cohort study of 140 patients with moderate-to-critical COVID-19 associated pneumonia requiring oxygen supplementation admitted from January 28th, 2020 to February 28th, 2020, and followed up through March, 13th 2020 in Union Hospital, Wuhan, China.",,,,"Results Of 140 patients with COVID-19 associated pneumonia, 51.4% were men, with a median age of 60 years.","Age >60 years (HR 12.21, 95% CI 3.74-39.84, P < .001), male sex (HR 2.30, 95% CI 1.13-4.68, P = .02), hypertension (HR 1.97, 95% CI 1.02-3.81, P = .04), and presence of any comorbidity (defined as at least one comorbidity among those shown in Table 1 ) (HR 5.26, 95% CI 2.19-12.64, P < .001) were associated with mortality in univariate analysis (Figure 1 A-D and Table 2 ).",2020-04-17
