,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?
23,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,http://doi.org/10.1101/2020.04.08.20057539,medRxiv,OR: 2.95,1.44,6.03,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,564,"Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People’s Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China from January 17, 2020 to February 28, 2020.",4/20/2020,N,N
24,2020-04-07,The relationship of COVID-19 severity with cardiovascular disease and its traditional risk factors: A systematic review and meta-analysis,https://doi.org/10.1101/2020.04.05.20054155,medRxiv,RR 3.20,2.26,4.53,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,24403; 11 studies,"PubMed and Embase were searched for records published between December 1, 2019 and March 20, 2020.",5/6/2020,Y,N
25,2020-04-06,"Urinalysis, but not blood biochemistry, detects the early renal-impairment in patients with COVID-19",https://doi.org/10.1101/2020.04.03.20051722,medRxiv,OR 2.43,0.92,6.38,0.07,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,178,"Tongji Medical College, Huazhong University of Science and Technology, from February 02 to February 29, 2020",5/6/2020,Y,N
26,2020-04-03,History of coronary heart disease increases the mortality rate of COVID-19 patients: a nested case-control study,https://doi.org/10.1101/2020.03.23.20041848,medRxiv,,,,,,,,HR 1.1,0.7,1.9,0.61,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,275,"mainland China outside of Hubei Province, from December 18th, 2019 to March 8, 2026",4/10/2020,N,N
27,2020-04-03,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119513/,Morbidity and Mortality Weekly Report,OR 4.67,3.85,5.66,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,7162,"CDC passive surveillance registry as of March 28, 2024",5/6/2020,Y,N
28,2020-04-02,"Clinical features of 95 sequential hospitalised patients with novel coronavirus 2019 disease (COVID-19), the first UK cohort",10.1016/j.jinf.2020.04.020,Journal of Infection,,,,,,,,OR 3.95,1.4,11.16,0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,95,"North Bristol NHS Trust March 10 to March 30, 2020",5/6/2020,N,N
29,2020-04-01,Risk factors for severe corona virus disease 2019 (COVID-19) patients : a systematic review and meta analysis,https://doi.org/10.1101/2020.03.30.20047415,medRxiv,OR 3.04,2.01,4.6,,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,"1083, 10 studies","China National Knowledge Infrastructure (CNKI), Wanfang, Weipu, Chinese Biomedicine Literature Database (CBM-SinoMed), MEDLINE (via PubMed), EMBASE, Cochrane Central Register and Web of science searched through  8 March 2020",5/6/2020,N,N
30,2020-03-31,"Effects of hypertension, diabetes and coronary heart disease on COVID-19 diseases severity: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.25.20043133,medRxiv,OR 2.67,1.91,3.74,<0.01,Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,1936; 9 studies,"PubMed (1970-2020.03.06, English), Web of science (1950-2020.03.06, English), China National Knowledge Infrastructure Database (CNKI, 1979-2020.03.06, Chinese), WanFang Database (1970-2020.03.06, Chinese), and VIP Database (1970-2020.03.06, Chinese)",4/10/2020,N,N
31,2020-03-31,Coronavirus Disease 2019 in elderly patients: characteristics and prognostic factors based on 4-week follow-up [Journal of Infection],https://doi.org/10.1016/j.jinf.2020.03.019,Journal of Infection,,,,,,,,HR 1.09,0.57,2.08,0.8,Not Significant,Not Adjusted,Extracted,"age, cardiovascular disease, cerebrovascular disease, COPD",Prospective observational study,339,"age over 60 years old admitted to Renmin Hospital of Wuhan University from Jan 1 to Feb 6, 2020 (followed up until March 5)",4/10/2020,N,N
32,2020-03-30,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Patients in Wuhan, China",https://doi.org/10.1101/2020.03.25.20037721,medRxiv,AOR 3.11,1.16,8.37,<0.01,Significant,Adjusted,Extracted,,,,,,,,"neutrophil count, white blood cell count, hypersensitivie troponin I, diabetes, critical diagnosis, hypnotics, age >=65",Retrospective observational study,323,"Tianyou Hospital from January 8 to February 20, 2022",4/10/2020,N,N
33,2020-03-30,"Suspected myocardial injury in patients with COVID-19: Evidence from front-line clinical observation in Wuhan, China",https://doi.org/10.1016/j.ijcard.2020.03.087,International Journal of Cardiology,OR 2.11,0.7,6.35,0.18,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,112,"Renmin Hospital of Wuhan Univeristy from  January 6 to February 20, 2020",5/6/2020,N,N
34,2020-03-30,Development and external validation of a prognostic multivariable model on admission for hospitalized patients with COVID-19,https://doi.org/10.1101/2020.03.28.20045997,medRxiv,,,,,,,,OR 1.65,0.9,3.0,0.1,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,299,Tongji Hospital from Jan to Feb 2020,5/6/2020,N,Y
35,2020-03-27,Predicting COVID-19 malignant progression with AI techniques,http://doi.org/10.1101/2020.03.20.20037325,medrxiv,OR 2.02,0.74,5.5,0.17,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,133,"Wuhan Pulmonary Hospital from January 3 to February 13, 2024",5/6/2020,N,N
36,2020-03-26,Comorbid Diabetes Mellitus was Associated with Poorer Prognosis in Patients with COVID-19: A Retrospective Cohort Study,https://doi.org/10.1101/2020.03.24.20042358,medRxiv,AHR 3.64,1.01,7.8,0.05,Not Significant,Adjusted,Extracted,AHR 3.64,1.09,12.21,0.04,Significant,Adjusted,Extracted,"Age, cardiovascular disease, chronic kidney disease, inflammatory biomarkers",Retrospective observational study,258,"West Court of Union Hospital of Huazhong University of Science and Technology admissions from  January 29 to February 12, 2020 (followed up through March 12)",4/10/2020,N,N
37,2020-03-26,Comorbid Diabetes Mellitus was Associated with Poorer Prognosis in Patients with COVID-19: A Retrospective Cohort Study [medrxiv],https://doi.org/10.1101/2020.03.24.20042358,medRxiv,AOR: 2.37,1.25,4.5,0.01,Significant,Adjusted,Calculated,,,,,,,,,Retrospective observational study,258,"West Court of Union Hospital of Huazhong University of Science and Technology admissions from  January 29 to February 12, 2020 (followed up through March 12)",4/20/2020,Y,N
38,2020-03-26,Comorbid Diabetes Mellitus was Associated with Poorer Prognosis in Patients with COVID-19: A Retrospective Cohort Study [medrxiv],https://doi.org/10.1101/2020.03.24.20042358,medRxiv,AOR: 1.37,0.74,2.55,0.32,Not Significant,Adjusted,Calculated,,,,,,,,,Retrospective observational study,258,"West Court of Union Hospital of Huazhong University of Science and Technology admissions from  January 29 to February 12, 2020 (followed up through March 12)",5/6/2020,Y,N
39,2020-03-24,"Myocardial injury is associated with in-hospital mortality of confirmed or suspected COVID-19 in Wuhan, China: A single center retrospective cohort study",https://doi.org/10.1101/2020.03.21.20040121,medRxiv,,,,,,,Diabetes,OR 2.17,0.53,8.93,0.28,Not significant,Not Adjusted,Calculated,,Retrospective observational study,110,Patients from Wuhan No.1 Hospital from Dec 25th to Feb 15th.,4/10/2020,N,N
40,2020-03-23,Prognostic value of C-reactive protein in patients with COVID-19,https://doi.org/10.1101/2020.03.21.20040360,medRxiv,,,,,,,,OR: 1.89,0.98,3.65,0.06,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,298,"Eastern Campus of Renmin Hospital of Wuhan University from Jan 30 to Feb 20, 2026",4/10/2020,N,Y
41,2020-03-23,"Clinical Characteristics of Coronavirus Disease 2019 in Hainan, China [medrxiv]",https://doi.org/10.1101/2020.03.19.20038539,medRxiv,OR: 6.13,1.82,20.7,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,168,Hainan province from 22 January 2020 to 14 March 2022,5/6/2020,N,N
42,2020-03-23,"Clinical Characteristics of Coronavirus Disease 2019 in Hainan, China",https://doi.org/10.1101/2020.03.19.20038539,medRxiv,OR 6.13,1.82,20.69,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,168,Hainan province from 22 January 2020 to 14 March 2020,5/6/2020,N,N
43,2020-03-20,"Epidemiological, clinical characteristics of cases of SARS-CoV-2 infection with abnormal imaging findings",http://doi.org/10.1016/j.ijid.2020.03.040,International Journal of Infectious Diseases,OR 2.22,1.01,4.84,0.05,Significant,Not Adjusted,Extracted,,,,,,,,,Retrospective observational study,645,"Zhejiang from  Jan 17 to Feb 8, 2021",5/6/2020,N,N
44,2020-03-18,Host susceptibility to severe COVID-19 and establishment of a host risk score: findings of 487 cases outside Wuhan,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7081524/,Critical Care,OR 3.15,1.27,7.81,0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,487,"Zhejiang Province of China followed up until February 17, 2023",5/6/2020,N,N
45,2020-03-17,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.17.20037572,medRxiv,OR 2.49,1.82,3.4,,Significant,Not Adjusted,Extracted,,,,,,,,Diabetes,Systematic review and meta-analysis,2511; 10 studies,"PubMed, Web of Science Core Collection, Embase, Cochrane and MedRxiv databases were searched through February 25, 2020.",4/10/2020,N,N
46,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection [medrxiv],https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 3.12,1.0,9.75,0.05,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,212; 4 studies,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",4/10/2020,N,N
47,2020-03-16,"Influence factors of death risk among COVID-19 patients in Wuhan, China: a hospital-based case-cohort study",https://doi.org/10.1101/2020.03.13.20035329,medRxiv,,,,,,,Diabetes,RR 1.50,0.72,3.11,0.27,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,200,"Union Hospital of Huazhong University of Science and Technology from Jan 1 to Jan 30, 2020",4/10/2020,N,N
48,2020-03-16,Systematic review and meta-analysis of predictive symptoms and comorbidities for severe COVID-19 infection [medrxiv],https://www.medrxiv.org/content/10.1101/2020.03.15.20035360v1.full.pdf,medRxiv,OR 2.72,0.7,10.6,0.15,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,212; 9 studies,"MEDLINE, EMBASE and Global Health, from 1st January 2019 to 5th March 2020",4/15/2020,Y,N
49,2020-03-13,"Risk Factors Associated With Acute Respiratory Distress Syndrome and Death in Patients With Coronavirus Disease 2019 Pneumonia in Wuhan, China",https://doi.org/10.1001/jamainternmed.2020.0994,JAMA Internal Medicine,HR 2.34,1.35,4.05,<0.01,Significant,Not Adjusted,Extracted,HR 1.58,0.8,3.13,0.19,Not Significant,Not Adjusted,Extracted,,Retrospective observational study,201,"Wuhan Jinyintan Hospital in China from December 25, 2019 to January 26, 2020 (followed up through February 13, 2020)",4/10/2020,Y,N
50,2020-03-12,"Dysregulation of immune response in patients with COVID-19 in Wuhan, China | Clinical Infectious Diseases | Oxford Academic [Clinical Infectious Diseases]",https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa248/5803306,Clincial Infectious Diseases,OR 1.49,0.87,2.55,0.15,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,452,"Tongji hospital from Jan 10 to Feb 12, 2020.",5/6/2020,N,N
51,2020-03-12,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",http://doi.org/10.1016/s0140-6736(20)30566-3,Lancet,,,,,,,,OR: 2.85,1.35,6.05,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,191,"Jinyintan Hospital and Wuhan Pulmonary Hospital (Wuhan, China) who had been discharged or had died by Jan 31, 2020",5/6/2020,N,Y
52,2020-03-12,Dysregulation of immune response in patients with COVID-19 in Wuhan China,https://doi.org/10.1093/cid/ciaa248,Clinical Infectious Diseases,OR 2.61,1.5,4.52,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,452,"Tongji hospital, from January 10 to February 12, 2020",5/6/2020,N,N
53,2020-03-11,Prevalence and impact of cardiovascular metabolic diseases on COVID-19 in China,https://doi.org/10.1007/s00392-020-01626-9,Clinical Research in Cardiology,RR: 2.21,0.88,5.57,0.09,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,1514; 5 studies,EMBASE and PubMed were searched from December 2019 to February 2020,5/6/2020,N,N
54,2020-03-10,Prognostic value of NT-proBNP in patients with severe COVID-19,https://doi.org/10.1101/2020.03.07.20031575,Respiratory Research,,,,,,,,,,,,,,,,Retrospective observational study,54,Hubei General Hospital (followed for 15 days),4/10/2020,N,N
55,2020-03-09,"Clinical course and risk factors for mortality of adult inpatients with COVID-19 in Wuhan, China: a retrospective cohort study",https://www.ncbi.nlm.nih.gov/pubmed/32171076,Lancet,,,,,,,,OR 2.85,1.35,6.05,<0.01,Significant,Not Adjusted,Calculated,,Retrospective observational study,191,"Only those who either died or were discharged, at Jinyintan Hospital or Wuhan Pulmonary Hospital through Jan 31, excluding those still hospitalized on Jan 31",4/10/2020,N,Y
56,2020-03-06,Analysis of myocardial injury in patients with COVID-19 and association between concomitant cardiovascular diseases and severity of COVID-21,https://www.ncbi.nlm.nih.gov/pubmed/32141280,Chinese Journal of Cardiovascular Diseases,OR 1.95,0.63,5.99,0.25,Not Significant,Not Adjusted,Extracted,,,,,,,,,Cross-sectional study,150,"Tongji Hospital, excluding those with acute myocardial infarction",4/10/2020,N,N
57,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study",https://doi.org/10.1101/2020.03.03.20030353,medRxiv,OR 2.45,0.94,6.37,0.07,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2020",5/6/2020,N,N
58,2020-03-06,"Epidemiological and clinical features of 291 cases with coronavirus disease 2019 in areas adjacent to Hubei, China: a double-center observational study [medrxiv]",https://doi.org/10.1101/2020.03.03.20030355,medRxiv,OR 2.45,0.94,6.37,0.07,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,291,"First Hospital of Changsha and Loudi Central Hospital from January 23 to February 14, 2020, followed up to Feb 20, 2023",5/6/2020,N,N
59,2020-03-05,Prevalence of comorbidities in the novel Wuhan coronavirus (COVID-19) infection: a systematic review and meta-analysis,https://www.ncbi.nlm.nih.gov/pubmed/32173574,International Journal of Infectious Diseases,OR 2.07,0.89,4.82,,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,1138; 4 studies,"PubMed, EMBASE, and Web of Science published between Jan 1 and Feb 25 2020",4/10/2020,N,N
60,2020-03-04,"Clinical findings in critically ill patients infected with SARS-CoV-2 in Guangdong Province, China: a multi-center, retrospective, observational study",https://doi.org/10.1101/2020.03.03.20030668,medRxiv,OR 1.10,0.3,4.02,0.88,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,45,ICU admissions of 7 hospitals in Guangdong Province,4/10/2020,Y,N
61,2020-03-03,"Clinical findings in critically ill patients infected with SARS-CoV-2 in Guangdong Province, China: a multi-center, retrospective, observational study",https://doi.org/10.1101/2020.03.03.20030668,medRxiv,OR 1.10 (95% CI: 0.30-4.02) p=0.88,,,,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,45,ICU admissions of 7 hospitals in Guangdong Province,4/10/2020,Y,N
62,2020-03-03,Epidemiological and clinical features of 2019-nCoV acute respiratory disease cases in Chongqing municipality China: a retrospective descriptive multiple-center study,https://doi.org/10.1101/2020.03.01.20029397,medRxiv,OR 4.58,1.97,10.66,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,267,"Qianjiang central hospital of Chongqing, Chongqing three gorges central hospital and Chongqing public health medical center from January 19 to February 16, 2024",5/6/2020,N,N
63,2020-03-02,"Clinical features and outcomes of 221 patients with COVID-19 in Wuhan, China",https://doi.org/10.1101/2020.03.02.20030452,medRxiv,OR 1.47,0.57,3.81,0.43,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,221,"Zhongnan Hospital of Wuhan University from January 2 to February 10, 2020 (followed-up through Feb 15)",4/10/2020,N,N
64,2020-03-02,"Clinical Characteristics of Patients with Severe Pneumonia Caused by the 2019 Novel Coronavirus in Wuhan, China",https://doi.org/10.1101/2020.03.02.20029306,medRxiv,OR 2.48,0.82,7.46,0.11,Not Significant,Not Adjusted,Calculated,,,,,,,,,Cross-sectional study,110,"respiratory ICU admissions of Central Hospital of Wuhan from Jan 1-Feb 10, 2020",4/10/2020,N,N
65,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 5.65,3.11,10.27,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",4/10/2020,Y,N
66,2020-02-28,Clinical Characteristics of Coronavirus Disease 2019 in China,https://www.ncbi.nlm.nih.gov/pubmed/32109013/,New England Journal of Medicine,OR 3.18,1.95,5.19,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,1099,"552 hospitals in China between Dec 11, 2020 to Jan 29, 2020",4/10/2020,N,N
