,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-04-27,Association between clinical manifestations and prognosis in patients with COVID-19,https://doi.org/10.1016/j.clinthera.2020.04.009,Clinical Therapeutics,,,,,,,,,,,,,,,,Cross-sectional,95.0,Methods This was a cross-sectional multicenter clinical study.,,,,A total of 95 patients infected with COVID-19 were enrolled.," High BMI and tobacco smoking were independent risk factors associated with pneumonia exacerbation after treatment in patients with COVID-19.

High BMI (OR=1.285, P=0.017) and tobacco smoking (OR=16.13, P=0.032) were independent risk factors associated with disease exacerbation after treatment.

However, lymphocyte counts were lower in patients with ARDS than in others exacerbation were significantly older (P=0.021), with higher BMI (P=0.003), and higher proportion of tobacco smoking (P=0.006).",2020-05-01
,2020-04-24,"COVID-19, head and neck cancer, and the need of training of health students and practitioners regarding to tobacco control and patient counseling",https://doi.org/10.1016/j.oraloncology.2020.104739,Oral Oncology,,,,,,,,,,,,,,,,Other,8.0,"On March 11, 2020, the World Health Organization (WHO) decreed the COVID-19 pandemic, a disease caused by a novel RNA betacoronavirus (SARS-CoV-2).",,,,"A meta-analysis including 8 studies and 46,248 COVID-19 patients showed that cardiovascular and chronic respiratory diseases (highly associated to tobacco smoking) were the most prevalent comorbidities among the patients that had severe acute respiratory syndrome .","After 20 years of quitting smoking, the risk of oral and pharyngeal cancer was similar to that of never smokers .

In former smokers, the risk for HNC have decreased after 1-4 years (OR 0.70) after smoking cessation.",2020-05-01
,2020-04-23,Cluster of COVID-19 in northern France: A retrospective closed cohort study,https://doi.org/10.1101/2020.04.18.20071134,medrxiv,,,,,,,,,,,,,,,,Other,200.0,The first COVID-19 cases in France were reported on 24 January 2020.,,,,"Between 23 and 27 March, 200 serum samples were collected from two blood donation centres, located 50 and 60 km from the place of the seroepidemiological investigation.","Smoking was found to be associated with a lower risk of infection (7.2% versus 28.0% for smokers and non-smokers, respectively; P<0.001; OR = 0.20, 95%CI = 0.08-0.51), and this association remained significant after adjustment for age (OR = 0.23; 95% CI = 0.09 -0.59) or occupation (OR = 0.27; 95% CI = 0.10 -0.71).

Smokers had a lower IAR compared to non-smokers (7.2% versus 28.0%, P <0.001).",2020-05-01
,2020-04-23,Smoking Cessation as a Public Health Measure to Limit the Coronavirus Disease 2019 Pandemic,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7199122/,Eur Cardiol,,,,,,,,,,,,,,,,Other,1099.0,"The novel coronavirus disease 2019 (COVID-19) first occurred in December 2019 in Wuhan, Hubei Province, China, and has already evolved into a rapidly expanding pandemic.",,,,"In a report on 1,099 infected individuals from China, 12.4% of current smokers and 23.8% of past smokers developed critical outcomes, including being admitted into an intensive care unit or fitted with a ventilator, or mortality.","Additionally, the proportion of patients with severe symptoms was 21.2% among current smokers and 42.9% among past smokers, which was higher compared with those who had never smoked (14.5%).

11 Additionally, the proportion of patients with severe symptoms was 21.2% among current smokers and 42.9% among past smokers, which was higher compared with those who had never smoked (14.5%).

Usually, past smokers were older than current smokers.

Cigarette smoking decreases lung function, and evidently poses a general risk factor for severe respiratory infections, thus there is an apparent association between cigarette smoking and COVID-19 severity.",2020-05-12
,2020-04-22,Epidemiological and clinical characteristics of 26 asymptomatic SARS-CoV-2 carriers,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7188120/,J Infect Dis,,,,,,,,,,,,,,,,Other,26.0,METHODS: Epidemiological and clinical characteristics from the 26 asymptomatic patients with positive results for SARS-CoV-2 RNA testing were obtained.,,,,"A total of 26 patients with asymptomatic SARS-CoV-2 infection were collected in this study, of whom 16 (61.5%) were men and 10 (38.5%) were women.","Two patients had a history of smoking (both for over 20 years), with an average of 20 cigarettes per day.",2020-05-12
,2020-04-20,Has there been an increased interest in smoking cessation during the first months of the COVID-19 pandemic? A Google Trends study,https://doi.org/10.1016/j.puhe.2020.04.012,Public Health,,,,,,,,,,,,,,,,Other,5.0,The Google Trends data for Web search queries for the terms 'smoking cessation' and 'nicotine gum' from 9 January 2020 to 6 April 2020 are shown in Fig.,,,,"6 The current evidence comes from five Chinese studies, which find smokers who are hospitalised with COVID-19 have 2-9 times greater risk of serious COVID-19 complications compared with non-smokers.","Smoking cessation campaigns are important as smokers are more vulnable to viral infections and lung diseases, and appear to have worse outcomes when hospitalised with COVID-19 than non-smokers.",2020-04-24
,2020-04-20,"Integrated analyses of single-cell atlases reveal age, gender, and smoking status associations with cell type-specific expression of mediators of SARS-CoV-2 viral entry and highlights inflammatory programs in putative target cells",https://doi.org/10.1101/2020.04.19.049254,biorxiv,,,,,,,,,,,,,,,,Other,469.0,"3f , Supplemenatry Data D1).",,,,"In total, this yielded 2,333,199 cells from 469 samples from 64 distinct datasets (Supplementary Table 1 ).","These terms model whether there is a difference in the smoking effect in men and women, and likewise whether the age effect is different for smokers and non-smokers.

We further harmonized metadata by collapsing the smoking covariate into ""has smoked"" and ""has never smoked"" and by taking mean ages where only age ranges were given.",2020-05-01
,2020-04-18,Objective olfactory testing in patients presenting with sudden onset olfactory dysfunction as the first manifestation of confirmed COVID-19 infection,https://doi.org/10.1101/2020.04.15.20066472,medrxiv,,,,,,,,,,,,,,,,Other,2.0,"Specimens were immediately sent to the laboratory LHUB-ULB (Laboratoire Hospitalier Universitaire Bruxelles -Universitair Laboratorium Brussel), Brussels.",,,,"Among the 4 RT-PCR COVID-19-patients, 2 patients were anosmic, 1 hyposmic and 1 normosmic.",86% of patients are non-smokers.,2020-04-24
,2020-04-17,A COVID-19 Risk Assessment for the US Labor Force,https://doi.org/10.1101/2020.04.13.20063776,medrxiv,,,,,,,,,,,,,,,,Other,,"We selected risk factors for complications from COVID-19 infection from the medical literature using a keyword search in MedRxiv, the preprint server for Health Sciences operated 10 by Cold Spring Harbor Laboratory.",,,,There is some evidence that male patients are significantly more likely to die from COVID-19 complications than female patients (21).,History of smoking Has smoked more than 100 cigarettes in lifetime Health Risk Variables ,2020-04-24
,2020-04-16,Renin-angiotensin system at the heart of COVID-19 pandemic,https://doi.org/10.1016/j.biochi.2020.04.008,Biochimie,,,,,,,,,,,,,,,,Other,,"It has been pointed out that in patients with severe form of COVID-19 disease, comorbidities are frequent.",,,,"It has been pointed out that in patients with severe form of COVID-19 disease, comorbidities are frequent.",Smoking habit: cigarette smoking could also interact with susceptibility to SARS-CoV-2 infection.,2020-04-24
,2020-04-16,Clinical features and multidisciplinary treatment outcome of COVID-19 pneumonia: A report of three cases,https://doi.org/10.1016/j.jfma.2020.04.008,Journal of the Formosan Medical Association,,,,,,,,,,,,,,,,Other,,"The patient was discharged from the hospital on March 8, 2020.",,,,,The patient was a current smoker and had a history of type 2 diabetes for 2 years and chronic bronchitis for 8 years.,2020-04-24
,2020-04-14,"Physiological and pathological regulation of ACE2, the SARS-CoV-2 receptor",https://doi.org/10.1016/j.phrs.2020.104833,Pharmacol Res,,,,,,,,,,,,,,,,Retrospective observational,41.0,"Rectal swabs, stool, urine, and saliva sampled from some COVID-19 patients were positive for the SARS-CoV-2 virus .",,,,"According to a retrospective study published in the Lancet that included 41 COVID-19 patients, 12 % developed acute cardiac injury, 80 % of these cases were diagnosed as severe cases .","According to the latest study on COVID-19, 12.6 % were current smokers (137/1085), and these patients are more severe than neversmokers as indicated by the severe rate (smoker: 21.2 %, 29/137 vs. never-smoker: 14.5 %, 134/927) .

According to the latest study on COVID-19, 12.6 % were current smokers (137/1085), and these patients are more severe than never-smokers as indicated by the severe rate (smoker: 21.2 %, 29/137 vs. never-smoker: 14.5 %, 134/927) .",2020-05-12
,2020-04-13,Assessing ACE2 expression patterns in lung tissues in the pathogenesis of COVID-19,https://doi.org/10.1016/j.jaut.2020.102463,Journal of Autoimmunity,,,,,,,,,,,,,,,,Other,6.0,Hub proteins were identified using Cytoscape plugin CytoHubba.,,,,"Data from six independent studies, GSE37768 (n = 38), GSE73395 (n = 57), GSE89809 (n = 145), GSE63127 (n = 230), GSE97010 (n = 126), and GSE17400 (n = 27), covering healthy volunteers, COPD patients, asthma patients and smokers were accessed from the GEO data repository ( The samples consist of lung tissue, bronchoalveolar lavage samples, bronchial epithelial cells, small airway epithelial cells, and SARS infected cells.","However, the p-value between baseline and post-acute smoke exposure (ASE) (24 h after smoking 3 cigarettes) was 0.073 (Fig.

However, based on the elevated expression of ACE2 in cigarette smokers, we speculate that long-term smoking may be a risk factor for COVID-19.",2020-04-17
,2020-04-12,Potential Impact of SARS-CoV-2 Infection in HIV-positive Patients in South Africa,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7187739/,PMC,,,,,,,,,,,,,,,,Other,3.0,"In one study from Italy, of patients who died of the infection, the mean number of pre-existing comorbidities was 2.7 and only three patients had no comorbid illness.",,,,"In one study from Italy, of patients who died of the infection, the mean number of pre-existing comorbidities was 2.7 and only three patients had no comorbid illness.","(13–20) Some publications do suggest a relationship between smoking and risk of severe SARS-CoV-2 infection; for example, citing the much higher smoking rate of males in China compared with females and the associated higher mortality from SARS-CoV-2 in males in China, as well as the higher rate of need for ICU admission and mechanical ventilation and higher mortality in smokers versus non-smokers.

(13-20) Some publications do suggest a relationship between smoking and risk of severe SARS-CoV-2 infection; for example, citing the much higher smoking rate of males in China compared with females and the associated higher mortality from SARS-CoV-2 in males in China, as well as the higher rate of need for ICU admission and mechanical ventilation and higher mortality in smokers versus non-smokers.",2020-05-12
,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,https://doi.org/10.1101/2020.04.08.20057539,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,30.0,"DESIGN, SETTING, AND PARTICIPANTS Multicenter, retrospective cohort study of 564 consecutively hospitalized patients with confirmed COVID-19 at Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People's Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China in Hunan province from January 17, 2020 to February 28, 2020; The final date of follow-up was March 15, 2020.",,,,"Thirty patients were classified with severe pneumonia on admission and were excluded, to leave 534 patients with non-severe COVID-19 on admission for further analysis.","Characteristics Smoking history ACEI/ARB (n = 16) 2 (12.5%) Non-ACEI/ARB (n = 49) 5 (10.2%) Difference (95% CI) 2.3 (-12.4 to 26.5) P 0.797

After adjusting for age, gender, smoking history, hypertension, diabetes, cardiovascular disease, COPD, and lung CT score, none of these investigational antiviral therapies (all P > 0.05) were associated with reduced risk of progression to severe disease, as shown in Table 2 .",2020-04-17
,2020-04-10,Neutrophil-to-lymphocyte ratio as an independent risk factor for mortality in hospitalized patients with COVID-19,https://doi.org/10.1016/j.jinf.2020.04.002,Journal of Infection,,,,,,,,,,,,,,,,Retrospective observational,245.0,"For this retrospective cohort study, COVID-19 patients who were admitted to Zhongnan Hospital of Wuhan University from January 1 to February 29, 2020 were consecutively included.",,,,"Results 245 COVID-19 patients were included in the final analyses, and the in-hospital mortality was 13.47%.","In the multivariate adjusted models, age, gender, body mass index (BMI), hypertension, chronic liver diseases, HIV infection, chronic obstructive pulmonary disease (COPD), smoking status (never smoked and smokers), respiratory rate ( < 30 and ≥ 30 bpm), creatinine, Alanine aminotransferase, PT and d-dimer were included.",2020-05-12
,2020-04-10,Navigating environmental constraints to injection preparation: the use of saliva and other alternatives to sterile water among unstably housed PWID in London,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7145770/,Harm Reduct J,,,,,,,,,,,,,,,,Other,64.0,"This paper reports on data from the London-based, National Institute for Health Research funded, Care and Prevent Study.",,,,"Sixty-four (14%) participants had received a diagnosis of COPD, with a number likely undiagnosed.","Of note, given the vulnerability to COVID-19 among those with respiratory problems, 61% (n = 278) of the sample reported current crack smoking, 47% (n = 214) current heroin smoking, and 91% (n = 414) current tobacco smoking, the latter for a median duration of 29 years.",2020-04-17
,2020-04-09,SARS-Cov-2 in Spanish Intensive Care: Early Experience with 15-day Survival In Vitoria,https://doi.org/10.1016/j.accpm.2020.04.001,Anaesthesia Critical Care & Pain Medicine,,,,,,,,,,,,,,,,Other,42.0,Methods: We identified patients from the two public hospitals in Vitoria who were admitted to ICU with confirmed infection by SARS-CoV-2.,,,,"Empirical antibiotic agents were administrated to 42 patients, whereas co-infection was identified in 6 patients.",Obesity Smoker 23 (48%) 9 (19%) - - - - 10 (31%) 1 (3%),2020-04-17
,2020-04-09,Testing for COVID-19 in lung cancer patients,https://doi.org/10.1016/j.annonc.2020.04.002,Annals of Oncology,,,,,,,,,,,,,,,,Other,687.0,"COVID-19 was first recognized in Central China (Wuhan, the capital of Hubei province) at the end of December 2019, later becoming a pandemic, spreading rapidly in multiple countries worldwide.",,,,"This includes 687 patients who were older than 90 years, where the CFR was 37.6% and 11.9% in Italy and China, respectively.","Comparing smokers and non-smokers, the risk of severe symptoms is 1.4 times higher (RR=1.4, 95% CI: 0.98-2.00), and risk of ICU admission, mechanical ventilation or death is 2.4 times higher (RR=2.4, 95% CI: 1.43-4.04).",2020-04-17
,2020-04-06,Reduction of lymphocyte at early stage elevates severity and death risk of COVID-19 patients: a hospital-based case-cohort study,https://doi.org/10.1101/2020.04.02.20050955,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,192.0,We also thank all members of respiratory and critical care medicine in the Second Affiliated Hospital of Anhui Medical University and Union Hospital of Huazhong University of Science and Technology for recruiting participators.,,,,Methods: All 192 hospitalized patients with COVID-19 were enrolled.,"No significant correlation was observed between gender, smoker with comorbidities and lymphocyte reduction in COVID-19 patients (Table 4) .",2020-04-10
,2020-04-05,The EMPOWER-SUSTAIN e-Health Intervention to improve patient activation and self-management behaviours among individuals with Metabolic Syndrome in primary care: study protocol for a pilot randomised controlled trial,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7130454/,Trials,,,,,,,,,,,,,,,,Other,116.0,We hope to commence participant screening and recruitment in September 2020.,,,,"After considering a drop-out rate of 20%, the sample size required is 116 patients per group, giving a total of 232 patients to be recruited for this study.","A standardised case report form (CRF) will be used to collect socio-demographic information of the patients (age, sex, ethnicity, patient contact details, educational attainment, and occupation), smoking status (including the number of cigarettes smoked per day for current smokers) and other clinical information (presence of comorbidities, past medical history and family history).",2020-04-10
,2020-04-03,COVID-19 and Smoking,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184428/,Nicotine Tob Res,,,,,,,,,,,,,,,,Other,5.0,"The SARS-CoV-2 pandemic started in Wuhan, China toward the end of 2019.",,,,"5 Vardavas and Nikitara's recent systematic review 8 identified five studies 2-6 and concluded that ""smoking is most likely associated with negative progression and adverse outcomes of COVID-19.""","Smoking cessation by any means should be a priority among smokers with comorbidities.

13 It has recently been reported that ACE2 gene expression is higher in ever smokers (both current and former) compared with never smokers in normal lung tissue in a sample of patients with lung adenocarcinoma, after adjustment for age, gender, and ethnicity.

ACE2 gene expression was also higher in small and large airway epithelia of healthy ever smokers compared with never smokers: current smokers had the highest expression, never smokers had the lowest expression; recent former smokers (≤15 years) had higher ACE2 gene expression than nonsmokers but not long-term former smokers (>15 years).",2020-05-12
,2020-03-31,Cigarette smoke triggers the expansion of a subpopulation of respiratory epithelial cells that express the SARS-CoV-2 receptor ACE2,https://doi.org/10.1101/2020.03.28.013672,biorxiv,,,,,,,,,,,,,,,,Other,36.0,Data analyzed in I were from GSE86623.,,,,"To investigate this, we analyzed two human datasets: 1) lung tissue from a cohort of smokers undergoing thoracic surgery for transplantation, lung volume reduction, or nodule resection 45 and 2) pathologically-normal lung tissue from TCGA patients 36 .","In a cohort of patients comprised of either current smokers or former smokers who had refrained from smoking for at least 12 months, quitting smoking was associated with a ~40% decrease in ACE2 expression ( Figure 2I ).",2020-05-01
,2020-03-27,Radiographic Findings and other Predictors in Adults with Covid-19,https://doi.org/10.1101/2020.03.23.20041673,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,128.0,"We retrospectively reviewed records of all laboratory-confirmed patients admitted to a quarantine unit at Tongji Hospital, a large regional hospital in Wuhan, China, between January 31 and March 5, 2020.",,,,A total of 128 patients were admitted.,Current smoker Univariable 0.96(0.11-8.63） p value 0.974 Multivariable p value,2020-04-03
,2020-03-26,Clinical characteristics of 113 deceased patients with coronavirus disease 2019: retrospective study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7190011/,BMJ,,,,,,,,,,,,,,,,Other,35.0,Data were collected until 28 February 2020.,,,,Arterial blood gases were measured in 35 deceased patients and 32 recovered patients (table 3).,Few patients had a current or former cigarette smoking history of at least 30 pack years.,2020-05-12
,2020-03-26,"COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis",https://doi.org/10.1101/2020.03.24.20042903,medrxiv,,,,,,,,,,,,,,,,Systematic review,4789.0,"Methods: We reviewed the scientific literature published from January 1, 2019 to March 3, 2020.",,,,A total of 4789 patients with a mean age of 49 years were evaluated.,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ( Table 3) .",2020-04-03
,2020-03-23,"High incidence of asymptomatic SARS-CoV-2 infection, Chongqing, China",https://doi.org/10.1101/2020.03.16.20037259,medrxiv,,,,,,,,,,,,,,,,Other,167.0,Chongqing Public Health Medical Center from January 2020 to March 2020 were collected.,,,,"Methods: In this single-center, retrospective and observational study, we collected data from 167 patients with SARS-CoV-2 infection treated in Chongqing Public Health Medical Center (Chongqing, China) from January to March 2020.","Smoking history 30-39（n=7） 2(28.6%) 40-49(n=3) 0 50-59(n=5) 1(20%) 60-69(n=3) 2(66.7%) ≥70(n=4) 1(25%)

Smoking history 0-14(n=5) 0 15-29(n=19) 1(5.3%) 30-39(n=28) 5(17.9%) 40-49(n=30) 4(13.3%) 50-59(n=26) 2(7.7%) 60-69(n=13) 2(15.4%) ≥70(n=4) 0

Smoking history 0-14(n=2) 0 15-29(n=2) 0 30-39(n=2) 1(50%) 40-49(n=6) 2(33.3%) 50-59(n=5) 2(40%) ≥70(n=3) 0",2020-03-27
,2020-03-23,ACE-2 Expression in the Small Airway Epithelia of Smokers and COPD Patients: Implications for COVID-19,https://doi.org/10.1101/2020.03.18.20038455,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,144064.0,"Methods: Using RNAseq, we determined gene expression levels in bronchial epithelia obtained from cytologic brushings of 6th to 8th generation airways in individuals with and without COPD.",,,,"COVID-19 displays symptoms ranging from mild to severe (pneumonia) that can lead to death in some individuals As of March 13, 2020, there have been 144,064 laboratory-confirmed cases of COVID-19 worldwide with 5,397 deaths worldwide .","These samples were obtained from 10 current smokers with COPD (mean±SD, FEV1/FVC 61±7%), 9 non-smoker controls (FEV1/FVC 85±2%), and 8 healthy current smokers (FEV1/FVC 78±6%).

Conditional on the smoking status, the association between ACE-2 expression and COPD was still significant (Adjusted Mean±SE of non-COPD: 0.90±0.65 versus COPD: 1.75±0.82, p=0.016).",2020-03-27
,2020-03-20,Smoking Upregulates Angiotensin-Converting Enzyme-2 Receptor: A Potential Adhesion Site for Novel Coronavirus SARS-CoV-2 (Covid-19),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7141517/,J Clin Med,,,,,,,,,,,,,,,,Other,99.0,Data on smoking status should be collected on all identified cases of Covid-19.,,,,"This data was also supported by an early epidemiological study of 99 Covid-19 cases from Wuhan, China .","Status data collection could be simple in four categories, active smoker,passive smoker (those living in households with smokers or working in smoky environments),former smoker (12 months or longer abstinence),non-smoker.

Smokers are 34% more likely than non-smokers to contract the flu .",2020-04-24
