,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-05-01,"Racial, Economic and Health Inequality and COVID-19 Infection in the United States",https://doi.org/10.1101/2020.04.26.20079756,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,1981.0,"Data source: Data sources in this study include, 1) publicly available data from USAfacts and the US Census Bureau for COVID-19 cases and county-level demographic data, 9, 10 2) COVID-19 data reported by each state on their department of health websites, 9 3) State Population by Race/Ethnicity data, 11, 12 and 4) mobility data extracted from Google.",,,,"African Americans were more vulnerable to COVID-19 than other ethnic groups (1,981 African American infected cases versus 658 Whites per million).","CI: -0.41, -0.12, q<0.003).",2020-05-12
,2020-04-29,SARS-CoV-2 and gastrointestinal tract: the dark side of the pandemic,https://doi.org/10.1016/j.dld.2020.04.028,Digestive and Liver Disease,,,,,,,,,,,,,,,,Other,74.0,In December 2019 a novel coronavirus SARS-CoV2 was identified in China .,,,,An interesting study assessed the persistence of the SARS-COV2 fecal expression collecting both respiratory and fecal samples from 74 patients every 1-2 days until two sequential negative results were obtained.,"In a meta-analysis of 60 studies, 4243 patients, the pooled prevalence of all gastrointestinal symptoms was 17.6% (95% CI, 12.3%-24.5%); 11.8% of patients with nonsevere COVID-19 had gastrointestinal symptoms (95% CI, 4.1%-29.1%) and 17.1% of patients with severe COVID-19 had gastrointestinal symptoms (95% CI, 6.9%-36.7%).",2020-05-01
,2020-04-28,Health Insurance Status and Risk Factors for Poor Outcomes With COVID-19 Among U.S. Health Care Workers: A Cross-sectional Study,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7197038/,Ann Intern Med,,,,,,,,,,,,,,,,Cross-sectional,,Moderate/severe asthma = Had an asthma attack in past 12 mo or had an emergency department visit for asthma in past 12 mo or used more than 3 canisters or disks of inhalers in past 3 mo.,,,,Moderate/severe asthma = Had an asthma attack in past 12 mo or had an emergency department visit for asthma in past 12 mo or used more than 3 canisters or disks of inhalers in past 3 mo.,"Of these highrisk persons, 275 000 (CI, 154 000 to 396 000), or 7.5% (CI, 4.2% to 10.8%), were uninsured, including 11.4% (CI, 4.6% to 18.2%) of those with diabetes and 20.8% (CI, 13.8% to 27.8%) of those with chronic lung disease other than asthma.",2020-05-12
,2020-04-26,COVID-19 Epidemic in Algeria: Assessment of the implemented preventive strategy,https://doi.org/10.1101/2020.04.21.20074443,medrxiv,,,,,,,,,,,,,,,,Modeling,15613.0,"We collected data on preventive and control actions, implementation dates and confirmed COVID-19 cases number from official reports of governmental institutions and official media in Algeria (Algerian Ministry of Health, 2020; APS, 2020).",,,,"Our projection revealed that 15613 cases of COVID-19 were avoided in 14 days, from April 6, to April 19, 2020, in the whole country, and 1747 cases were prevented in Blida during the same period.",", the results are R0-befor=1,69 (95% CI 1,49-1,88) and R0-after=1,14 (95% CI 1,10-1,18), the p value was <10 -5 .",2020-05-01
,2020-04-25,COVID-19 Fatality and Comorbidity Risk Factors among Confirmed Patients in Mexico,https://doi.org/10.1101/2020.04.21.20074591,medrxiv,,,,,,,,,,,,,,,,Other,7497.0,"In this paper we estimate fatality risks based on survival analysis methods, calculated from individual-level data on symptomatic patients confirmed with COVID-19 recently released by the Mexican Ministry of Health.",,,,"Our analysis is based on 7,497 patients who tested positive for COVID-19 in Mexico, a subset of a larger dataset of 49,167 patients with COVID-19 related symptoms who sought attention in medical units and were tested with positive, negative (29,301 cases) and pending (12,369 cases) results.","In contrast, high blood pressure increases the estimated hazard by 38% (HR=1.378, 95% CI: 1.086-1.749), immune suppression by 70% (HR=1.696, 95% CI: 1.148-2.505), diabetes by 73% (HR=1.730, 95% CI: 36.0-120.2), COPD by 77% (HR=1.770, 95% CI: 1.269-2.469), obesity by 78% (HR=1.776, 95% CI: 1.415-2.231), and chronic liver disease by 168% (HR=2.679, 95% CI: 1.789-4.014).",2020-05-01
,2020-04-25,Forecasting the Impact of Coronavirus Disease During Delivery Hospitalization: An Aid for Resources Utilization,https://doi.org/10.1016/j.ajogmf.2020.100127,American Journal of Obstetrics & Gynecology MFM,,,,,,,,,,,,,,,,Modeling,860475.0,We generated daily forecast for the reported incidence of COVID-19 in the US from 4/15/2020 -138 12/31/2020 based on the incidence data from 3/1/2020 -4/14/2020.,,,,"33 Results: From 3/1/2020 -12/31/2020, our model forecasted a total of 860,475 cases of COVID-34 19 in general population across the United States.","Among those, 3,308 (95% CI, 1,755 – 4,861) cases are expected to be severe, 681 (95% CI, 1324 – 1,038) critical and 52 (95% CI, 23 – 81) maternal mortality.

36 Among those, 3,308 (95% CI, 1,755 -4,861) cases are expected to be severe, 681 (95% CI, 1324 37 -1,038) critical and 52 (95% CI, 23 -81) maternal mortality.",2020-05-01
,2020-04-22,Coronavirus Disease (COVID-19) Pandemic: An Overview of Systematic Reviews,https://doi.org/10.1101/2020.04.16.20068213,medrxiv,,,,,,,,,,,,,,,,Systematic review,1063.0,"Methods: Nine databases (Medline, EMBASE, Cochrane Library, CINAHL, Web of Sciences, PDQ-Evidence, WHO's Global Research, LILACS and Epistemonikos) were searched from December 1, 2019 to March 24, 2020.",,,,"Our search retrieved 1,063 publications, of which 175 were duplicates.","There was a higher likelihood that patients with severe disease had hypertension (OR 2.36, 95% CI: 1.46-3.83), respiratory disease (OR 2.46, 95% CI: 1.76-3.44), or cardiovascular disease (OR 3.42, 95% CI: 1.88-6.22), compared with patients with non-severe disease.

The most common comorbidities were hypertension (17±7, 95% CI 14-22%), diabetes (8±6, 95% CI 6-11%), cardiovascular diseases (5±4, 95% CI 4-7%) and respiratory system diseases (2±0, 95% CI 1-3%).

The most common clinical symptoms were fever (91±3%, 95% CI 86-97%), cough (67±7%, 95% CI 59-76%), fatigue (51±0%, 95% CI 34-68%) and dyspnea (30±4%, 95% CI 21-40%).

Clinical symptoms presented were fever (88.7%, 95% CI 84.5-92.9%), cough (57.6%, 95% CI 40.8-74.4%) and dyspnea (45.6%, 95% CI 10.9-80.4%).

The incidence of symptoms were shown as following: Fever 82%, (CI) 56%-99%; Cough 61%, 95% CI 39%-81%; Muscle aches and/or fatigue 36%, 95% CI 18%-55%; Dyspnea 26%, 95% CI 12%-41%; Headache 12%, 95% CI 4%-23%; Sore throat 10%, 95% CI 5%-17% and gastrointestinal symptoms 9%,95% CI 3%-17%.

ARDS incidence was 0.148 (95% CI: 0.046-0.296)",2020-05-01
,2020-04-22,Effectiveness and Safety of Glucocorticoids to Treat COVID-19: A Rapid Review and Meta-Analysis,https://doi.org/10.1101/2020.04.17.20064469,medrxiv,,,,,,,,,,,,,,,,Systematic review,17.0,World Health Organization 2020,,,,"One study included adult patients with severe MERS, 17 studies included patients with SARS, and the remaining five studies were on patients with COVID-19 (Table 1) .","(WMD=0.95 days, 95% CI: -7.57 to 9.48, I²=94.6%).",2020-05-01
,2020-04-17,Clinical Characteristics of Children with COVID-19: A Rapid Review and Meta-Analysis,https://doi.org/10.1101/2020.04.13.20064352,medrxiv,,,,,,,,,,,,,,,,Systematic review,49.0,"Methods: We searched studies reporting clinical characteristics in children with COVID-19 published until March 31, 2020.",,,,"Results: Our search retrieved 49 studies, including 25 case reports, 23 case series and one cohort study, with a total of 1667 patients.","The main symptoms of children were fever (48%, 95% confidence interval [CI]: 39%, 56%) and cough (39%, 95% CI: 30%, 48%).",2020-04-24
,2020-04-17,Flattening-the-curve associated with reduced COVID-19 case fatality rates- an ecological analysis of 65 countries,https://doi.org/10.1016/j.jinf.2020.04.007,Journal of Infection,,,,,,,,,,,,,,,,Case series,,Dramatic interventions to increase hospital capacity in Wuhan were associated with a subsequent decline in the case fatality rate in this city.,,,,The most recent data available as of 29 March 2020 was used.,"−0.003, 95% CI −0.004-−0.002; Table 1 ).",2020-05-01
,2020-04-16,Cardiovascular Diseases and COVID-19 Mortality and Intensive Care Unit Admission: A Systematic Review and Meta-analysis,https://doi.org/10.1101/2020.04.12.20062869,medrxiv,,,,,,,,,,,,,,,,Systematic review,3473.0,"Searched Databases included PubMed, Embase, Scopus, Web of Science, Cochrane Library, medRxiv pre-print database as well as Science Direct search engine.",,,,Results: Sixteen papers including 3473 patients entered into meta-analysis for ICU admission and mortality outcome and fifty-nine papers including 9509 patients for descriptive outcomes.,"Results of meta-analysis indicated that acute cardiac injury, (OR: 15.94, 95% CI 2.31-110.14), hypertension (OR: 1.92, 95% CI 1.92-2.74), heart Failure (OR: 11.73, 95% CI 5.17-26.60), other cardiovascular disease (OR: 1.95, 95% CI 1.17-3.24) and overall CVDs (OR: 3.37, 95% CI 2.06-5.52) were significantly associated with mortality in COVID-19 patients.

Results of meta-analysis indicated that acute cardiac injury (OR: 15.94, 95% CI 2.31-110.14), Hypertension (OR: 1.92, 95% CI 1.92-2.74), Heart Failure (OR: 11.73, 95% CI 5.17-26.60), other cardiovascular disease (OR: 1.95, 95% CI 1.17-3.24) and overall CVDs (OR: 3.37, 95% CI 2.06-5.52) were significantly associated with mortality in COVID-19 patients.",2020-04-24
,2020-04-13,"Nosocomial infection among patients with COVID-19: A retrospective data analysis of 918 cases from a single center in Wuhan, China",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7180328/,PMC,,,,,,,,,,,,,,,,Retrospective observational,918.0,"We retrospectively analyzed the clinical data of 918 COVID-19 patients in Tongji Hospital from December 30, 2019, to February 29, 2020.",,,,"We retrospectively analyzed the clinical data of 918 COVID-19 patients in Tongji Hospital from December 30, 2019, to February 29, 2020.","Among these factors, the highest odds ratio was for invasive devices (OR, 4.62; 95% CI, 2.47–8.62) followed by diabetes (OR, 3.04; 95% CI, 1.38–6.69), combination of antibiotics (OR, 3.02; 95% CI, 1.10–8.26), glucocorticoid treatment (OR, 2.44; 95% CI, 1.36–4.37), and hematological disease (OR, 1.95; 95% CI, 1.01–1.06).",2020-05-01
,2020-04-11,"Factors associated with hospitalization and critical illness among 4,103 patients with COVID-19 disease in New York City",https://doi.org/10.1101/2020.04.08.20057794,medrxiv,,,,,,,,,,,,,,,,Cross-sectional,4103.0,"Methods: We conducted a cross-sectional analysis of all patients with laboratory-confirmed Covid-19 treated at a single academic health system in New York City between March 1, 2020 and April 2, 2020, with follow up through April 7, 2020.",,,,"Results: Among 4,103 Covid-19 patients, 1,999 (48.7%) were hospitalized, of whom 981/1,999 (49.1%) have been discharged home, and 292/1,999 (14.6%) have died or were discharged to hospice.","Strongest hospitalization risks were age ≥75 years (OR 66.8, 95% CI, 44.7-102.6), age 65-74 (OR 10.9, 95% CI, 8.35-14.34), BMI>40 (OR 6.2, 95% CI, 4.2-9.3), and heart failure (OR 4.3 95% CI, 1.9-11.2).

In multivariable analysis, the factors most associated with hospitalization were age 75 years or older (OR 66.8, 95% CI, 44.7 to 102.6), age 65-74 (OR 10.9, 95% CI, 8.35 to 14.34), 1 1 BMI>40 (OR 6.2, 95% CI, 4.2-9.3), and history of heart failure (OR 4.3 95% CI, 1.9-11.2).",2020-04-17
,2020-04-10,The Use of Adjuvant Therapy in Preventing Progression to Severe Pneumonia in Patients with Coronavirus Disease 2019: A Multicenter Data Analysis,https://doi.org/10.1101/2020.04.08.20057539,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,30.0,"DESIGN, SETTING, AND PARTICIPANTS Multicenter, retrospective cohort study of 564 consecutively hospitalized patients with confirmed COVID-19 at Third Xiangya Hospital of Central South University, Changsha Public Health Treatment Center, First Hospital of Yueyang, Junshan People's Hospital of Yueyang, Central Hospital of Shaoyang, Central Hospital of Xiangtan, Second Hospital of Changde, Central Hospital of Loudi, and First Affiliated Hospital of University of South China in Hunan province from January 17, 2020 to February 28, 2020; The final date of follow-up was March 15, 2020.",,,,"Thirty patients were classified with severe pneumonia on admission and were excluded, to leave 534 patients with non-severe COVID-19 on admission for further analysis.","95% CI, -10 to -7; P < 0.001).",2020-04-17
,2020-04-10,COVID-19 UK Lockdown Forecasts and R0,https://doi.org/10.1101/2020.04.07.20052340,medrxiv,,,,,,,,,,,,,,,,Modeling,500.0,A time series of reported COVID-19 cases and deaths in the UK is available from Public Health England.,,,,"For Figure 3 , using the 20% lockdown, 500 samples were drawn for (b1, b2, b3).","R0 = 5.81 with 90% CI (5.08 , 6.98).",2020-04-17
,2020-04-08,A model to predict SARS-CoV-2 infection based on the first three-month surveillance data in Brazil.,https://doi.org/10.1101/2020.04.05.20047944,medrxiv,,,,,,,,,,,,,,,,Case series,1468.0,We included the patients reported between 11/01/2020 and 25/03/2020.,,,,Results: We described 1468 COVID-19 cases (confirmed by RT-PCR) and 4271 patients with other illnesses.,Variable Kidney disease OR (95% CI) 0.06 (0 - 1.06) p value 0.06,2020-04-17
,2020-04-06,Widespread use of face masks in public may slow the spread of SARS CoV-2: an ecological study,https://doi.org/10.1101/2020.03.31.20048652,medrxiv,,,,,,,,,,,,,,,,Systematic review,500.0,Countries with missing data were dropped from the analyses.,,,,"Secondly, we only included countries 155 with at least 500 cumulative cases and countries whose first case was reported 156 before 7 March 2020.","0.07, 95% CI 0.05-0.08, P<0.001).

-326, 95% CI -601- -51, P=0.021).",2020-04-10
,2020-04-03,Gastrointestinal Manifestations of SARS-CoV-2 Infection and Virus Load in Fecal Samples from the Hong Kong Cohort and Systematic Review and Meta-analysis,https://doi.org/10.1053/j.gastro.2020.03.065,Gastroenterology,,,,,,,,,,,,,,,,Systematic review,59.0,"Methods We collected data from the cohort of patients with COVID-19 in Hong Kong (n=59; diagnosis from February 2 through Feb 29, 2020), and searched PubMed, Embase, Cochrane and three Chinese databases through March 11, 2020 according to the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines.",,,,We included a cohort of 59 patients with virologically confirmed COVID-19 diagnosed between 2 nd and 29 th February 2020 in Hong Kong.,"The pooled prevalence of all gastrointestinal symptoms was 17.1% (95% CI: 6.9-36.7) and 11.8% (95% CI: 4.1-29.1) in patients with severe and non-severe disease, respectively (Figure 4) .

In a meta-analysis of 60 studies, comprising 4243 patients, the pooled prevalence of all gastrointestinal symptoms was 17.6% (95% CI, 12.3%–24.5%); 11.8% of patients with non-severe COVID-19 had gastrointestinal symptoms (95% CI, 4.1%–29.1%) and 17.1% of patients with severe COVID-19 had gastrointestinal symptoms (95% CI, 6.9%–36.7%).",2020-05-12
,2020-04-01,Forecasting the CoViD19 Diffusion in Italy and the Related Occupancy of Intensive Care Units,https://doi.org/10.1101/2020.03.30.20047894,medrxiv,,,,,,,,,,,,,,,,Modeling,6355.0,"This paper employs the data related to COVID-19, collected and regularly updated by the Italian National Institute of Health (an agency of the Italian Ministry of Health) and by the Italian Civil Protection Department.",,,,"• The remaining southern regions (Abruzzo, Molise, Puglia, Basilicata, Calabria, Sicily and Sardinia) will show an upward trend in the number of future positive cases lasting until 6 April, where 6355 cases are predicted.",", 10) and CI * U (h = 2, .",2020-04-10
,2020-03-30,Clinical and Paraclinical Characteristics of COVID-19 patients: A systematic review and meta-analysis,https://doi.org/10.1101/2020.03.26.20044057,medrxiv,,,,,,,,,,,,,,,,Systematic review,49504.0,"We searched databases of Web of Science, Scopus, and PubMed without any time limitation for publications up to March 13, 2020.",,,,"Out of selected papers, a total of 49504 patients infected with CoVID-19 with age ranged between 40 to 58 years old were included in our investigation.","Overall prevalence of these symptoms was 24% (95% CI, 13-34), 19% (95% CI, 11-27), 27% (95% CI, 12-42), 31% (95% CI, 14-48), 6% (95% CI, 2-9), 1% (95% CI, 0-2) and 6% (95% CI, 3-8) (Supplementary File and Table 2 ).

Meta-analysis findings are as follows respectively: 84% (95% CI, 79-88), 65% (95% CI, 59-71), and 14% (95% CI 8-19) ( Fig.

Pooling results were 26% (95% CI, 14-39), 24% (95% CI, 1-48), 4% (95% CI 1-6), 2% (95% CI, 0-3), and 39% (95% CI, 27-51) (Supplementary File and Table 2 ).",2020-04-03
,2020-03-30,Coronavirus disease 2019 in elderly patients: Characteristics and prognostic factors based on 4-week follow-up,https://doi.org/10.1016/j.jinf.2020.03.019,Journal of Infection,,,,,,,,,,,,,,,,Retrospective observational,339.0,"Methods Consecutive cases over 60 years old with COVID-19 in Renmin Hospital of Wuhan University from Jan 1 to Feb 6, 2020 were included.",,,,"Results 339 patients with COVID-19 (aged 71±8 years,173 females (51%)) were enrolled, including 80 (23.6%) critical, 159 severe (46.9%) and 100 moderate (29.5%) cases.","Symptoms of dyspnea (HR 2.35, CI 1.43-3.87, P = 0.001) and comorbidities including cardiovascular disease (HR 2.87, CI 1.70-4.83, P < 0.001), cerebrovascular disease (HR 3.26, CI 1.66-6.40, P = 0.001) and COPD (HR 3.72, CI 1.94-7.13, P < 0.001) were all predictive of fatal outcomes.",2020-04-17
,2020-03-30,"Effects of hypertension, diabetes and coronary heart disease on COVID-19 diseases severity: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.25.20043133,medrxiv,,,,,,,,,,,,,,,,Systematic review,182.0,"Methods Available data from PubMed, Web of Science, China National Knowledge Infrastructure Database, WanFang Database and VIP Database, were analyzed using a fixed effects model meta-analysis to derive overall odds ratios (OR) with 95% CIs.",,,,"182 studies were retrieved, and 9 studies were finally included after selection.","There were significant correlations between COVID-19 severity and hypertension [OR=2.3 [95% CI (1.76, 3.00), P<0.01], diabetes [OR=2.67, 95% CI (1.91, 3.74), P<0.01], coronary heart disease [OR=2.85 [95% CI (1.68, 4.84), P<0.01].",2020-04-03
,2020-03-27,"A New Predictor of Disease Severity in Patients with COVID-19 in Wuhan, China",https://doi.org/10.1101/2020.03.24.20042119,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,393.0,"Methods: Patients enrolled in this study were all hospitalized with COVID-19 in the Central Hospital of Wuhan, China.",,,,"Between January 1 and February 28, 2020, a total of 393 patients with COVID-19 were enrolled, but only 377 eligible participants were finally included in our analysis.","The independent risk factors for severe pneumonia were age [odds ratio (OR): 1.059, 95% confidence interval (CI): 1.036-1.082; p < 0.001], N/L (OR: 1.322, 95% CI: 1.180-1.481; p < 0.001), CRP (OR: 1.231, 95% CI: 1.129-1.341; p = 0.002), and D-dimer (OR: 1.059, 95% CI: 1.013-1.107; p = 0.011).

1.036-1.082; p < 0.001], N/L (OR: 1.322, 95% CI: 1.180-1.481; p < 0.001), CRP (OR: 1.231, 95% CI: 1.129-1.341; p = 0.002), and D-dimer (OR: 1.059, 95% CI: 1.013-1.107l p = 0.001) ( Table 2) .",2020-04-03
,2020-03-27,Radiographic Findings and other Predictors in Adults with Covid-19,https://doi.org/10.1101/2020.03.23.20041673,medrxiv,,,,,,,,,,,,,,,,Retrospective observational,128.0,"We retrospectively reviewed records of all laboratory-confirmed patients admitted to a quarantine unit at Tongji Hospital, a large regional hospital in Wuhan, China, between January 31 and March 5, 2020.",,,,A total of 128 patients were admitted.,Univariable OR (95% CI) p value OR (95% CI),2020-04-03
,2020-03-27,History of Coronary Heart Disease Increases the Mortality Rate of Coronavirus Disease 2019 (COVID-19) Patients: A Nested Case-Control Study Based on Publicly Reported Confirmed Cases in Mainland China,https://doi.org/10.1101/2020.03.23.20041848,medrxiv,,,,,,,,,,,,,,,,Case series,146.0,We routinely searched for daily news and public health reports on confirmed COVID-19 cases in all areas in mainland China outside of Hubei Province.,,,,"A total of 321 publicly reported confirmed cases (146 cases and 175 controls) with trackable time-to-death information and history of comorbidities were collected between December 18th, 2019 and March 8th, 2020.",OR (95% CI) P Value OR (95% CI) Multivariate P Value OR (95% CI) P Value,2020-04-10
