,Date,Title,URL,Journal,Severe,Severe lower bound,Severe upper bound,Severe p-value,Severe Significant,Severe Adjusted,Severe Calculated,Fatality,Fatality lower bound,Fatality upper bound,Fatality p-value,Fatality Significant,Fatality Adjusted,Fatality Calculated,Multivariate adjustment,Design,Sample,Study population,Added on,Critical only,Discharged vs. death?,Sample Text,Matches,Entry
,2020-03-30,"Effects of hypertension, diabetes and coronary heart disease on COVID-19 diseases severity: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.25.20043133,medrxiv,,,,,,,,,,,,,,,,Systematic review,182,"Methods Available data from PubMed, Web of Science, China National Knowledge Infrastructure Database, WanFang Database and VIP Database, were analyzed using a fixed effects model meta-analysis to derive overall odds ratios (OR) with 95% CIs.",,,,"182 studies were retrieved, and 9 studies were finally included after selection.","There were significant correlations between COVID-19 severity and hypertension [OR=2.3 [95% CI (1.76, 3.00), P<0.01], diabetes [OR=2.67, 95% CI (1.91, 3.74), P<0.01], coronary heart disease [OR=2.85 [95% CI (1.68, 4.84), P<0.01].",2020-04-03
,2020-03-30,Characteristics and Mechanism of Liver Injury in 2019 Coronavirus Disease,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7132021/,J Clin Transl Hepatol,,,,,,,,,,,,,,,,Other,1099,"9 extracted data regarding 1099 patients with laboratory-confirmed COVID-19 from 552 hospitals in mainland China through January 29, 2020.",,,,"9 extracted data regarding 1099 patients with laboratory-confirmed COVID-19 from 552 hospitals in mainland China through January 29, 2020.","In addition, given the high burden of chronic liver disease in China, nonalcoholic fatty liver disease, chronic hepatitis B, and liver cirrhosis might be the major alternative causes of liver injury in Chinese patients with COVID-19.",2020-04-17
,2020-03-26,"COVID-19 clinical characteristics, and sex-specific risk of mortality: Systematic Review and Meta-analysis",https://doi.org/10.1101/2020.03.24.20042903,medrxiv,,,,,,,,,,,,,,,,Systematic review,4789,"Methods: We reviewed the scientific literature published from January 1, 2019 to March 3, 2020.",,,,A total of 4789 patients with a mean age of 49 years were evaluated.,"The most common comorbidities were respectively hypertension (18.5 %, CI 12.7-24.4), 246 cardiovascular diseases (14.9 %, CI 6.0-23.8), diabetes (10.8 %, CI 8.3-13.3), chronic liver 247 disease (8.1, CI 4.6-11.6) and smoking (8.0%, CI 2.3-13.6) ( Table 3) .

Acute kidney injury was found in 5.5% (CI 1.3-20.8).",2020-04-03
,2020-03-20,"Incidence, clinical characteristics and prognostic factor of patients with COVID-19: a systematic review and meta-analysis",https://doi.org/10.1101/2020.03.17.20037572,medrxiv,,,,,,,,,,,,,,,,Systematic review,30,"Methods: The PubMed, Web of Science Core Collection, Embase, Cochrane and MedRxiv databases were searched through February 25, 2020.",,,,"Results: A total of 30 studies including 53000 patients with COVID-19 were included in this study, the mean age was 49.8 years (95% CI, 47.5-52.2 yrs) and 55.5% were male.","Comorbidities with pooled OR larger than 2 included CKD (6.02; 95% CI, 2.19-16.51; n = 4; I 2 = 0), COPD (5.32; 95% CI, ; n = 6; I 2 = 0%), cerebrovascular diseases (3.19 ; 95% CI, 1.51-6.77; n = 6; I 2 = 0%), tumor (3.21; 95% CI, ; n = 4; I 2 = 30%), diabetes (2.49; 95% CI, ; n = 10; I 2 = 44%) and hypertension (2.06; 95% CI, 1.61-2.62; n = 10; I 2 = 36%) ( Figure 4 , eFigure 5).

The predictor for disease severity included old age (≥ 50 yrs, odds ratio [OR] = 2.61; 95% CI, 2.29-2.98), male (OR =1.348, 95% CI, 1.195-1.521), smoking (OR =1.734, 95% CI, 1.146-2.626) and any comorbidity (OR = 2.635, 95% CI, 2.098-3.309), especially chronic kidney disease (CKD, OR = 6.017; 95% CI, 2.192-16.514), chronic obstructive pulmonary disease (COPD, OR = 5.323; 95% CI, 2.613-10.847) and cerebrovascular disease (OR = 3.219; 95% CI, 1.486-6.972).",2020-03-27
,2020-03-12,Prevalence of comorbidities and its effects in patients infected with SARS-CoV-2: a systematic review and meta-analysis,https://doi.org/10.1016/j.ijid.2020.03.017,Int J Infect Dis,,,,,,,,,,,,,,,,Systematic review,576,"A systematic search was conducted on studies published from January 1, 2019 to February 25, 2020 in PubMed, EMBASE, and Web of Science databases.",,,,"As of February 25, 2020, a total of 1 576 participants were included in our meta-analysis.","Higher risk of hypertension (OR 2.36, 95% CI: 1.46–3.83), respiratory system disease (OR 2.46, 95% CI: 1.76–3.44), and cardiovascular disease (OR 3.42, 95% CI: 1.88–6.22) were observed in the severe group.

Higher risk of hypertension (OR 2.36, 95% CI: 1.46-3.83), respiratory system disease (OR 2.46, 95% CI: 1.76-3.44), and cardiovascular disease (OR 3.42, 95% CI: 1.88-6.22) were observed in the severe group.

The most prevalent comorbidities were hypertension (21.1%, 95% CI: 13.0–27.2%) and diabetes (9.7%, 95% CI: 7.2–12.2%), followed by cardiovascular disease (8.4%, 95% CI: 3.8–13.8%) and respiratory system disease (1.5%, 95% CI: 0.9–2.1%).

When compared between severe and non-severe patients, the pooled OR of hypertension, respiratory system disease, and cardiovascular disease were 2.36 (95% CI: 1.46–3.83), 2.46 (95% CI: 1.76–3.44) and 3.42 (95% CI: 1.88–6.22) respectively.",2020-05-12
,2020-02-28,Analysis of factors associated with disease outcomes in hospitalized patients with 2019 novel coronavirus disease,https://doi.org/10.1097/cm9.0000000000000775,Chin Med J (Engl),,,,,,,,,,,,,,,,Other,11,"Patients included in the study had been diagnosed with COVID-19 associated pneumonia between December 30, 2019, and January 15, 2020 , and hospitalized at one of three tertiary hospitals in Wuhan for over two weeks.",,,,"A total of 11 patients (14.1%) were included in the progression group, and 67 patients (85.9%) were included in the improvement/stabilization group.","The results of univariate logistic analysis found that age (OR, 10.575; 95% CI: 2.095–53.386; P = 0.004), history of smoking (OR, 12.187; 95% CI: 1.762–84.306; P = 0.011), maximum body temperature at admission (OR, 9.709; 95% CI: 1.176–83.330; P = 0.035), respiratory failure (OR, 8.021; 95% CI: 2.022–31.821; P = 0.003), severe illness (OR, 4.651; 95% CI: 0.930–23.250; P = 0.061), albumin (OR, 12.536; 95% CI: 2.409–65.233; P = 0.003), creatinine (OR, 6.800; 95% CI: 1.424–32.470; P = 0.016), procalcitonin (OR, 3.831; 95% CI: 0.551–27.027; P = 0.071), C-reactive protein (OR, 5.988; 95% CI: 1.179–30.300; P = 0.031) were significantly associated with the disease progression.",2020-05-12
0,2020-04-29,"Role of Drugs Affecting the Renin-Angiotensin-Aldosterone System on Susceptibility and Severity of COVID-19: A Large Case-Control Study from Zheijang Province, China.",https://doi.org/10.1101/2020.04.24.20077875,medrxiv,AOR: 0.83,0.32,2.18,0.71,Not Significant,Adjusted,Extracted,,,,,,,,,Retrospective observational study,610,"14 hospitals in Zhejiang province, China between Jan 10 and Feb 28, 2020 and confirmed diagnosis of Covid-19 infection were included",5/6/2020,N,N,,,
1,2020-04-25,The role of comorbidities and clinical predictors of severe disease in COVID-19: a systematic review and meta-analysis Emails,http://doi.org/10.1101/2020.04.21.20074633,,OR 1.25,0.35,4.41,,Not Significant,Not Adjusted,Extracted,,,,,,,,,Systematic review and meta-analysis,6 studies,"PubMed, Scopus, EMBASE, Web of Science, and Google Scholar searched through March 12 2026",5/6/2020,Y,N,,,
2,2020-04-03,"Preliminary Estimates of the Prevalence of Selected Underlying Health Conditions Among Patients with Coronavirus Disease 2019 — United States, February 12–March 28, 2020 [MMWR Morb Mortal Wkly Rep]",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7119513/,Morbidity and Mortality Weekly Report,OR 3.49,1.54,7.91,<0.01,Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,7162,"CDC passive surveillance registry as of March 28, 2021",5/6/2020,Y,N,,,
3,2020-03-23,Prognostic value of C-reactive protein in patients with COVID-19,https://doi.org/10.1101/2020.03.21.20040360,medRxiv,,,,,,,,OR: 1.17,0.39,3.47,0.78,Not Significant,Not Adjusted,Calculated,,Retrospective observational study,298,"Eastern Campus of Renmin Hospital of Wuhan University from Jan 30 to Feb 20, 2028",4/10/2020,N,Y,,,
4,2020-02-23,ACP risk grade: a simple mortality index for patients with confirmed or suspected severe acute respiratory syndrome coronavirus 2 disease (COVID-19) during the early stage of outbreak in Wuhan China,https://doi.org/10.1101/2020.02.20.20025510,medRxiv,OR 0.56,0.21,1.53,0.26,Not Significant,Not Adjusted,Calculated,,,,,,,,,Retrospective observational study,577,"Wuhan Hankou Hospital from Jan 21 to Feb 5, 2020",5/6/2020,N,N,,,
